Quote on 6/15/19 12:02:59

0 - Optionable
Symbol,Volume,Open.Int,Impl Vol,Theo Price,Last Size,Last,%Change,Bid,Ask,Size,Open,High,Low,Delta,Gamma,Vega,Theta,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,ROR,ROC,% Out Of The Money,Mark % of underlying value,Mark %Change,Yield,Front Expected Move,Front Vol,Back Expected Move,Back Vol,Expected Move Diff,Market Maker Move,Weighted Back Vol,Call Sizzle Index,P/C Ratio,Put Sizzle Index,Vol Index,Vol Diff,Sizzle Index,HTB/ETB,Description,Sector,Industry,Shares,Sub-Industry
NPO,"81,970",0,36.08%,61.87,"9,876",61.87,-0.93%,58.93,65.32,1 x 1,62.47,62.73,61.85,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.62%,±2.802,41.28%,±5.509,35.95%,±4.733,±1.536,34.51%,1.136,0.9,0.357,36.08%,5.33%,1.136,,ENPRO INDUSTRIES INC COM,Industrials,Machinery,"20,739,223",Industrial Machinery
CRVL,"81,875",0,26.06%,81.66,"3,050",81.66,-0.93%,80.84,82.59,0 x 2,82.79,83.38,81.27,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±2.488,27.79%,±5.222,25.87%,±4.587,±1.014,25.38%,2.227,2.333,3.043,26.06%,1.92%,1.361,,CORVEL CORP COM,Health Care,Health Care Providers & Services,"18,499,104",Health Care Services
MNOV,"81,793",0,86.94%,9.33,"12,283",9.33,+1.08%,8.50,9.80,1 x 1,9.23,9.40,9.23,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±1.471,141.99%,±2,84.92%,±1.322,±1.312,63.45%,0.333,0.429,0.294,86.94%,57.07%,0.333,,MEDICINOVA INC COM,Health Care,Biotechnology,"43,061,161",Biotechnology
XAN,"81,768",0,27.64%,11.17,"12,934",11.17,-0.18%,11.00,12.20,6 x 1,11.23,11.28,11.16,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,8.06%,±0.321,26.20%,<empty>,<empty>,<empty>,<empty>,<empty>,0.278,2.429,0.676,27.64%,<empty>,0.141,,EXANTAS CAPITAL CORP COM NEW,Financials,Mortgage Real Estate Investment Trusts (REITs),"31,862,660",Mortgage REITs
NYMX,"81,577",0,104.11%,1.62,"5,559",1.62,+5.88%,1.59,2.45,0 x 95,1.56,1.65,1.54,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.183,102.24%,±0.403,97.76%,±0.354,±0.059,96.63%,3.056,2.743,2.192,104.11%,4.48%,3.056,,NYMOX PHARMA CORP COM,Health Care,Biotechnology,"67,926,000",Biotechnology
FWONA,"81,451",0,36.53%,35.38,"4,883",35.38,-2.29%,29.96,38.94,1 x 1,36.10,36.10,35.25,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±2.189,56.34%,±3.142,35.85%,±2.244,±1.884,28.65%,0.333,10,0.278,36.53%,20.49%,0.333,,LIBERTY MEDIA CORPORATION COM,Communication Services,Entertainment,"231,128,400",Movies & Entertainment
HYRE,"81,188",0,69.18%,4.52,792,4.52,-1.31%,4.10,5.00,4 x 20,4.54,4.6802,4.40,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.439,88.23%,±0.9,79.14%,±0.778,±0.216,76.74%,0.025,2,0.149,69.18%,9.09%,0.074,,HYRECAR INC COM,Consumer Discretionary,Diversified Consumer Services,"12,304,146",Specialized Consumer Services
HHC,"81,113",0,24.77%,102.00,"5,933",101.43,-0.40%,102.00,102.00,0 x 1,101.90,102.85,100.89,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,+0.56%,<empty>,±2.769,24.90%,±6.185,24.67%,±5.526,±0.419,24.61%,1.8,0.556,0.595,24.77%,0.23%,1.296,,HOWARD HUGHES CORP COM,Real Estate,Real Estate Management & Development,"43,139,311",Real Estate Development
MOG/A,"80,603",0,30.06%,86.75,"9,267",86.75,-2.22%,80.00,86.79,1 x 0,88.51,89.04,86.75,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.15%,-inf,--,±6.512,30.34%,<empty>,+inf,<empty>,0.116,0.333,0.714,30.06%,--,0.114,,MOOG INC COM CL A,Industrials,Aerospace & Defense,"34,901,143",Aerospace & Defense
CDTX,"80,570",0,<empty>,1.54,170,1.54,-3.14%,1.54,1.65,0 x 1,1.56,1.59,1.54,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±0.368,212.14%,-inf,--,+inf,<empty>,++,1.136,0.01,0.357,<empty>,++,1.128,,CIDARA THERAPEUTICS INC COM,Health Care,Biotechnology,"26,641,851",Biotechnology
LBRDA,"80,377",0,25.87%,100.05,"5,796",100.05,+0.42%,68.05,101.99,1 x 0,99.62,100.37,99.09,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±2.179,19.87%,±6.292,25.44%,±5.899,<empty>,26.63%,0.833,1,0.6,25.87%,-5.57%,0.833,,LIBERTY BROADBAND CORP COM,Communication Services,Media,"181,431,280",Cable & Satellite
PFLT,"80,255",0,21.46%,11.62,"5,401",11.62,-1.19%,11.55,12.60,29 x 5,11.71,11.72,11.61,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,9.81%,±0.327,25.66%,<empty>,<empty>,<empty>,<empty>,<empty>,2.826,1,3.5,21.46%,<empty>,2.321,,PENNANTPARK FLOATING RATE CAP COM,Financials,Capital Markets,"38,772,074",Asset Management & Custody Banks
SJW,"80,163",0,23.20%,62.14,"10,834",62.14,+0.19%,62.14,62.15,8 x 22,61.94,62.58,61.94,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,1.93%,±1.8,26.42%,±3.558,23.17%,±3.066,±0.965,22.30%,0.119,15,0.345,23.20%,3.25%,0.088,,SJW GROUP COM,Utilities,Water Utilities,"28,434,560",Water Utilities
SPHS,"80,067",0,156.11%,.7325,100,.7325,-1.09%,.7010,.9200,5 x 1,.7500,.7521,.7100,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,-inf,--,±0.327,165.58%,<empty>,+inf,<empty>,1.74,1.6,0.189,156.11%,--,1.667,,SOPHIRIS BIO INC COM,Health Care,Biotechnology,"30,217,140",Biotechnology
USAK,"79,987",0,60.02%,11.05,"3,393",11.05,-1.16%,10.99,11.45,0 x 5,11.16,11.20,10.92,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±0.832,68.50%,±1.625,58.95%,±1.387,±0.472,56.35%,0.156,106,2.103,60.02%,9.55%,0.036,,USA TRUCK INC COM,Industrials,Road & Rail,"8,538,645",Trucking
LFVN,"79,853",0,45.14%,12.03,"2,857",12.03,+1.52%,10.75,12.28,1 x 1,11.82,12.22,11.64,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,±1.248,94.10%,±1.442,48.23%,±0.715,±1.195,26.84%,0.045,1,1.25,45.14%,45.87%,0.044,,LIFEVANTAGE CORPORATION COM,Consumer Staples,Personal Products,"14,340,159",Personal Products
MGPI,"79,603",0,35.83%,61.76,"7,964",61.76,-1.58%,55.00,81.00,3 x 2,62.80,63.875,61.66,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.65%,±3.132,46.21%,±5.708,37.30%,±4.759,±2.062,34.76%,2.976,0.2,0.962,35.83%,8.91%,2.273,,MGP INGREDIENTS INC NEW COM,Consumer Staples,Beverages,"17,014,882",Distillers & Vintners
FRBK,"79,361",0,42.18%,5.00,"7,455",5.00,+0.60%,4.98,6.47,0 x 1,4.97,5.12,4.91,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±0.33,60.04%,±0.518,41.76%,±0.398,±0.264,35.86%,0.385,0.077,0.5,42.18%,18.28%,0.385,,REPUBLIC FIRST BANCORP INC COM,Financials,Banks,"58,842,153",Regional Banks
CVCO,"79,231",0,30.38%,155.90,"3,250",155.90,+0.24%,129.00,156.79,1 x 0,154.65,156.57,152.65,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±7.469,43.66%,±12.51,32.42%,±10.011,±5.581,28.99%,0.676,1,0.104,30.38%,11.24%,0.417,,CAVCO INDUSTRIES COM,Consumer Discretionary,Household Durables,"9,098,320",Homebuilding
CRESY,"79,155",0,37.46%,10.70,"1,885",10.70,-0.19%,4.95,11.97,2 x 4,10.69,10.74,10.60,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,4.02%,±0.48,40.85%,±1.058,39.89%,±0.941,±0.115,39.65%,1.563,0.667,0.549,37.46%,0.96%,1.276,,CRESUD S.A.C.I.F.Y.A. ADR SPONSORED,Real Estate,Real Estate Management & Development,"50,164,280",Diversified Real Estate Activities
SPSC,"79,120",0,30.02%,105.06,"10,974",105.06,-1.59%,104.31,105.09,2 x 2,106.59,107.24,104.87,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±3.702,32.13%,±8.017,30.84%,±7.101,±1.159,30.51%,0.149,0.4,0.182,30.02%,1.29%,0.191,,SPS COMMERCE INC COM,Information Technology,Software,"17,914,088",Application Software
EIG,"79,004",0,32.72%,41.73,"15,076",41.73,-0.24%,41.55,42.99,10 x 1,41.92,42.09,41.59,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,2.11%,±1.397,30.53%,±3.26,31.57%,±2.942,<empty>,31.82%,0.143,1,0.517,32.72%,-1.04%,0.143,,EMPLOYERS HOLDINGS INC COM,Financials,Insurance,"32,052,420",Property & Casualty Insurance
HTLF,"78,904",0,24.91%,43.82,"4,476",43.82,+0.57%,43.76,47.50,0 x 2,43.58,44.01,43.20,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.46%,±1.566,32.58%,±2.653,24.50%,±2.139,±1.152,22.06%,1.031,0.333,2.881,24.91%,8.08%,1.031,,HEARTLAND FINANCIAL USA INC COM,Financials,Banks,"36,664,857",Regional Banks
LXU,"78,823",0,++,3.36,"5,323",3.36,-2.89%,3.30,6.92,66 x 8,3.47,3.53,3.30,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±0.188,50.87%,-inf,--,+inf,<empty>,++,0.429,0.75,0.152,++,++,0.429,,LSB INDUSTRIES INC COM,Materials,Chemicals,"28,769,635",Diversified Chemicals
IBCP,"78,630",0,20.68%,21.97,"5,132",21.97,+0.14%,21.20,22.59,0 x 1,21.81,22.11,21.75,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,3.28%,±0.753,31.26%,±1.249,23.00%,±0.995,±0.569,20.46%,0.345,0.75,2.083,20.68%,8.26%,0.137,,INDEPENDENT BANK CORP MICHIGAN COM,Financials,Banks,"22,496,278",Regional Banks
VRTV,"78,537",0,56.85%,18.90,"6,001",18.90,-3.23%,18.89,26.99,0 x 3,19.43,19.55,18.71,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,±1.07,51.59%,±2.619,55.63%,±2.383,<empty>,56.58%,0.327,0.2,0.5,56.85%,-4.04%,0.307,,VERITIV CORP COM,Industrials,Trading Companies & Distributors,"16,075,390",Trading Companies & Distributors
AUMN,"78,435",0,<empty>,.2627,0,.2627,+0.65%,.2320,.4400,210 x 361,.2700,.2700,.2510,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,<empty>,<empty>,<empty>,±0.253,294.06%,<empty>,<empty>,<empty>,0.8,0.5,0.517,<empty>,<empty>,0.8,,GOLDEN MINERALS CO COM,Materials,Metals & Mining,"97,243,433",Precious Metals & Minerals
OFIX,"78,426",0,15.83%,51.34,"5,861",51.34,-0.29%,50.95,51.91,0 x 5,51.59,51.79,50.92,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,-inf,--,±3.18,25.06%,<empty>,+inf,<empty>,2.206,0.767,1.513,15.83%,--,2.912,,ORTHOFIX MEDICAL INC COM,Health Care,Health Care Equipment & Supplies,"19,066,984",Health Care Equipment
CUTR,"78,383",0,56.31%,17.90,"3,090",17.90,+0.28%,14.22,20.00,2 x 1,17.76,17.99,17.53,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±1.173,59.67%,±2.523,56.57%,±2.224,±0.416,55.78%,3.974,0.008,0.172,56.31%,3.10%,3.477,,CUTERA INC COM,Health Care,Health Care Equipment & Supplies,"14,036,972",Health Care Equipment
MORN,"78,356",0,31.71%,145.59,"6,042",145.59,-0.79%,97.66,213.88,0 x 1,146.79,147.60,144.74,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.77%,±6.298,39.43%,±10.99,30.51%,±8.988,±4.451,27.88%,0.15,0.667,0.5,31.71%,8.92%,0.238,,MORNINGSTAR INC COM,Financials,Capital Markets,"42,655,713",Financial Exchanges & Data
ICFI,"78,341",0,25.77%,75.00,"6,609",75.00,+1.24%,74.67,75.43,1 x 1,74.05,75.22,74.00,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.75%,±1.652,20.09%,±4.847,26.14%,±4.554,<empty>,27.42%,0.036,1,0.156,25.77%,-6.05%,0.07,,ICF INTERNATIONAL INC COM,Industrials,Professional Services,"18,830,058",Research & Consulting Services
HURN,"78,325",0,27.28%,51.40,"4,824",51.40,-0.02%,49.65,53.80,1 x 0,51.17,51.97,51.05,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±2.005,35.57%,±3.629,28.55%,±3.02,±1.335,26.54%,0.037,0.01,1.724,27.28%,7.02%,0.036,,HURON CONSULTING GROUP INC COM,Industrials,Professional Services,"22,883,027",Research & Consulting Services
OCX,"78,325",0,68.32%,3.68,0,3.68,-2.65%,2.96,3.86,15 x 5,3.81,3.8514,3.55,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.545,133.55%,<empty>,<empty>,<empty>,<empty>,<empty>,2.778,3,0.705,68.32%,<empty>,3.96,,ONCOCYTE CORP COM,Health Care,Biotechnology,"51,972,830",Biotechnology
HYGS,"78,280",0,75.50%,11.25,"8,171",11.25,-2.26%,11.10,13.15,3 x 6,11.55,11.6124,11.25,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±1.555,124.88%,±2.055,72.81%,±1.318,±1.408,52.62%,0.531,0.237,0.239,75.50%,52.07%,0.433,,HYDROGENICS CORPORATION NEW COM,Industrials,Electrical Equipment,"18,987,414",Electrical Components & Equipment
EGBN,"78,133",0,33.95%,55.24,"10,091",55.24,-0.07%,52.47,65.40,0 x 1,55.41,55.645,54.74,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.59%,±1.439,23.76%,±4.57,33.42%,±4.335,<empty>,35.39%,0.267,16.667,0.833,33.95%,-9.66%,0.267,,EAGLE BANCORP INC COM,Financials,Banks,"34,540,319",Regional Banks
NBHC,"77,982",0,32.17%,36.68,"8,410",36.68,+0.19%,33.71,40.01,1 x 1,36.56,36.90,36.41,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.07%,±1.291,32.09%,±2.775,30.58%,±2.453,±0.437,30.20%,0.697,10.667,1.86,32.17%,1.51%,0.552,,NATIONAL BANK HOLDINGS CORP COM CL A,Financials,Banks,"30,992,140",Regional Banks
LAND,"77,936",0,18.13%,12.25,"4,414",12.25,-1.13%,11.69,12.85,1 x 5,12.43,12.50,12.25,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,4.36%,±0.237,17.62%,±0.561,18.56%,±0.509,<empty>,18.78%,0.133,1,0.25,18.13%,-0.94%,0.183,,GLADSTONE LAND CORP COM,Real Estate,Equity Real Estate Investment Trusts (REITs),"18,462,219",Specialized REITs
UIHC,"77,875",0,33.09%,14.36,"7,887",14.36,-0.55%,13.96,14.44,0 x 1,14.38,14.53,14.325,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,1.67%,±0.499,31.67%,±1.288,36.21%,±1.186,<empty>,37.24%,0.094,4,0.962,33.09%,-4.54%,0.372,,UNITED INSURANCE HOLDINGS CORP COM,Financials,Insurance,"43,185,659",Property & Casualty Insurance
TCX,"77,770",0,36.21%,61.87,"1,648",61.87,+0.93%,61.36,62.16,1 x 0,61.03,62.2283,60.71,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±2.83,41.69%,±5.693,37.14%,±4.929,±1.434,35.93%,2.143,1.667,0.155,36.21%,4.55%,0.603,,TUCOWS INC COM,Information Technology,IT Services,"10,654,861",Internet Services & Infrastructure
IBP,"77,306",0,42.33%,54.10,"12,055",54.10,-0.84%,54.09,54.11,6 x 9,54.41,55.20,53.98,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±3.007,50.63%,±5.652,42.11%,±4.77,±1.862,39.74%,0.658,1,0.024,42.33%,8.52%,0.048,,INSTALLED BUILDING PRODUCTS IN COM,Consumer Discretionary,Household Durables,"30,011,640",Homebuilding
MSEX,"76,908",0,26.69%,61.87,"5,563",61.87,+1.41%,61.04,62.45,1 x 0,61.14,62.20,61.05,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.55%,±1.925,28.37%,±4.112,26.88%,±3.63,±0.687,26.50%,1.667,0.037,0.135,26.69%,1.49%,1.346,,MIDDLESEX WATER CO COM,Utilities,Water Utilities,"16,468,462",Water Utilities
INDB,"76,792",0,30.27%,71.82,"8,317",71.82,+0.41%,69.66,86.30,0 x 1,71.57,72.18,71.175,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,2.45%,±2.717,34.49%,±5.187,29.20%,±4.412,±1.613,27.74%,1.19,1.313,1.165,30.27%,5.29%,1.19,,INDEPENDENT BANK CORP(MASS) COM,Financials,Banks,"34,310,487",Regional Banks
CLSN,"76,754",0,143.16%,1.81,600,1.81,+0.56%,1.65,1.82,10 x 30,1.80,1.84,1.73,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,±1.907,699.96%,±0.7,146.37%,<empty>,±2.217,<empty>,1.909,1.222,0.15,143.16%,553.59%,1.591,,CELSION CORPORATION COM,Health Care,Biotechnology,"20,482,720",Biotechnology
POWI,"76,695",0,34.40%,69.35,"9,464",69.35,-3.29%,69.12,81.00,0 x 1,70.79,71.20,69.09,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.98%,±3.106,40.82%,±6.016,35.03%,±5.141,±1.779,33.45%,0.152,25,0.833,34.40%,5.79%,0.036,,POWER INTEGRATIONS INC COM,Information Technology,Semiconductors & Semiconductor Equipment,"29,270,669",Semiconductors
RNET,"76,658",0,84.13%,8.62,"1,824",8.62,-9.45%,8.51,12.13,0 x 3,9.58,9.58,8.50,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±0.497,52.50%,±1.77,81.48%,±1.693,<empty>,87.14%,0.122,0.036,0.091,84.13%,-28.98%,0.119,,RIGNET INC COM,Energy,Energy Equipment & Services,"19,711,075",Oil & Gas Equipment & Services
FLIC,"76,610",0,32.60%,21.44,"2,869",21.44,+0.28%,20.00,21.61,2 x 0,21.50,21.60,20.94,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,3.17%,±0.486,20.69%,±1.669,31.46%,±1.596,<empty>,33.58%,2.703,0.5,1.538,32.60%,-10.77%,2.703,,FIRST OF LONG ISLAND CORP COM,Financials,Banks,"24,900,813",Regional Banks
ADUS,"76,177",0,32.21%,72.05,"4,695",72.05,-0.24%,69.45,72.56,1 x 0,72.52,73.04,71.94,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,±3.402,43.03%,±5.875,32.94%,±4.778,±2.442,29.94%,0.02,0.014,1.111,32.21%,10.09%,0.019,,ADDUS HOMECARE CORP COM,Health Care,Health Care Providers & Services,"13,182,598",Health Care Services
NGVC,"76,025",0,66.05%,11.03,"12,631",11.03,-2.56%,9.15,12.93,1 x 1,11.32,11.32,10.95,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,-inf,--,±1.841,66.72%,<empty>,+inf,<empty>,2.063,0.833,1.6,66.05%,--,1.884,,NATURAL GROCERS BY VITA COTTAG COM,Consumer Staples,Food & Staples Retailing,"22,438,589",Food Retail
RLI,"75,986",0,19.94%,89.00,"9,977",89.00,-0.02%,81.11,89.02,1 x 0,88.66,89.8886,88.66,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.03%,±1.485,15.22%,±4.394,19.99%,±4.135,<empty>,21.00%,0.325,0.6,2.143,19.94%,-4.77%,0.5,,RLI CORP COM,Financials,Insurance,"44,554,256",Property & Casualty Insurance
TECH,"75,979",0,26.32%,208.34,"6,476",208.34,-1.37%,139.68,208.77,1 x 0,211.35,213.21,207.11,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.61%,±7.22,31.60%,±13.189,25.61%,±11.023,±4.72,23.91%,0.135,0.273,0.405,26.32%,5.99%,0.088,,BIO-TECHNE CORP COM,Health Care,Life Sciences Tools & Services,"37,872,753",Life Sciences Tools & Services
GDEN,"75,879",0,59.23%,13.82,"5,358",13.82,-3.29%,13.76,17.98,0 x 1,14.33,14.49,13.82,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,-inf,--,±2.02,58.62%,<empty>,+inf,<empty>,3.587,10,0.215,59.23%,--,2.986,,GOLDEN ENTMT INC COM,Consumer Discretionary,"Hotels, Restaurants & Leisure","27,750,608",Casinos & Gaming
LANC,"75,840",0,21.12%,150.19,"5,733",150.19,-0.17%,149.56,151.26,1 x 0,150.23,150.99,149.08,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.73%,±5.058,30.71%,±7.962,21.46%,±6.142,±4.038,18.49%,0.048,1,0.313,21.12%,9.25%,0.028,,LANCASTER COLONY CORP COM,Consumer Staples,Food Products,"27,505,000",Packaged Foods & Meats
TPB,"75,760",0,46.21%,50.98,"3,579",50.98,-2.93%,50.88,54.50,0 x 10,52.27,52.27,50.06,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,0.35%,±3.19,56.98%,±5.919,46.74%,±4.965,±2.034,43.86%,1.016,0.172,0.595,46.21%,10.24%,0.885,,TURNING POINT BRANDS INC COM,Consumer Staples,Tobacco,"19,589,410",Tobacco
SQBG,"75,502",0,<empty>,.5659,200,.5659,+0.89%,.5600,.6900,3 x 100,.5889,.5899,.5550,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,<empty>,-inf,--,<empty>,<empty>,<empty>,<empty>,<empty>,3.993,0.278,0.806,<empty>,<empty>,3.993,,SEQUENTIAL BRNDS GROUP INC NEW COM,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","64,653,294","Apparel, Accessories & Luxury Goods"
IPAR,"75,228",0,32.31%,66.84,"5,670",66.84,-0.37%,66.65,67.15,1 x 1,67.04,67.22,66.18,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,0.00%,1.65%,±2.822,38.49%,±5.425,32.79%,±4.624,±1.649,31.23%,1.429,3.5,0.357,32.31%,5.70%,1.429,,INTER PARFUMS INC COM,Consumer Staples,Personal Products,"31,449,065",Personal Products
MYE,"75,036",0,35.26%,18.22,"7,847",18.22,-0.98%,16.86,19.88,1 x 0,18.57,18.57,18.20,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,2.96%,±0.665,33.26%,±1.588,35.20%,±1.441,<empty>,35.66%,0.118,0.125,0.156,35.26%,-1.94%,0.114,,MYERS INDUSTRIES INC COM,Materials,Containers & Packaging,"35,461,725",Metal & Glass Containers
EBSB,"74,772",0,17.22%,17.82,"7,700",17.82,+0.56%,17.74,19.30,0 x 1,17.78,17.88,17.70,1.000,.00,.00,.00,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,<empty>,100.00%,<empty>,1.57%,±0.554,28.36%,±0.834,18.94%,±0.622,±0.46,15.78%,0.06,0.727,0.769,17.22%,9.42%,0.06,,MERIDIAN BANCORP INC COM,Financials,Thrifts & Mortgage Finance,"53,542,364",Thrifts & Mortgage Finance
