Stock quote and option quote for IBM on 9/1/19 18:02:51

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
135.53,N,+.65,135.30,P,135.77,P,5 x 5,"2,960,594",135.58,136.07,134.3627

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
4.78%,14.02,1.62,Q,8/8/19,154.36,105.94,"885,875,160",1.09

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM190906C125,0,8,.846,.021,-.209,.041,.013,63.67%,11.38,<empty>,<empty>,82.76%,33.66%,17.24%,37.95%,37.95%,11.375,7 x 21,7,21,0.00%,7.25,7.25,C,0,0,0,10.30,P,12.45,B,6 SEP 19,125,.04,I,.08,H,IBM190906P125,0,166,-.027,.011,-.033,.011,-.001,32.93%,.05980268,0.36%,0.05%,2.98%,5.88%,97.02%,2.69%,<empty>,.060,50 x 40,50,40,0.00%,.12,.12,C,0,0,0,,
,,IBM190906C126,0,16,.825,.023,-.223,.044,.013,62.86%,10.53,<empty>,<empty>,80.48%,38.08%,19.52%,44.69%,44.69%,10.525,7 x 21,7,21,0.00%,5.30,5.30,Z,0,0,0,9.45,P,11.60,B,6 SEP 19,126,.06,H,.09,P,IBM190906P126,406,99,-.034,.014,-.038,.013,-.001,31.43%,.07540304,0.43%,0.06%,3.77%,7.44%,96.23%,3.37%,<empty>,.075,41 x 11,41,11,-28.57%,.10,.10,H,.10,.10,.10,,
,,IBM190906C127,0,13,.900,.024,-.095,.030,.012,39.80%,8.80,<empty>,<empty>,89.25%,21.16%,10.75%,12.13%,12.13%,8.800,8 x 7,8,7,0.00%,7.80,7.80,X,0,0,0,8.35,P,9.25,P,6 SEP 19,127,.09,P,.12,H,IBM190906P127,16,113,-.047,.019,-.047,.017,-.001,30.49%,.10531923,0.57%,0.08%,5.13%,10.13%,94.87%,4.72%,<empty>,.105,11 x 35,11,35,-29.41%,.12,.12,C,.14,.14,.12,,
,,IBM190906C128,0,45,.880,.029,-.105,.034,.013,38.45%,7.88,<empty>,<empty>,86.99%,25.59%,13.01%,15.50%,15.50%,7.875,7 x 23,7,23,0.00%,6.95,6.95,E,0,0,0,7.40,P,8.35,B,6 SEP 19,128,.12,H,.15,D,IBM190906P128,49,206,-.061,.024,-.054,.021,-.001,29.00%,.13526174,0.69%,0.11%,6.59%,13.01%,93.41%,6.06%,<empty>,.135,21 x 21,21,21,-28.57%,.15,.15,C,.12,.21,.11,,
,,IBM190906C129,0,61,.814,.035,-.162,.046,.014,44.21%,7.28,<empty>,<empty>,79.81%,39.58%,20.19%,33.46%,33.46%,7.275,22 x 25,22,25,0.00%,5.90,5.90,B,0,0,0,6.45,B,8.10,B,6 SEP 19,129,.16,H,.20,H,IBM190906P129,126,155,-.081,.031,-.063,.026,-.002,27.69%,.18038053,0.87%,0.14%,8.68%,17.13%,91.32%,8.08%,<empty>,.180,21 x 35,21,35,-32.00%,.17,.17,Z,.17,.25,.15,,
,,IBM190906C130,13,235,.863,.042,-.089,.038,.013,30.13%,5.85,<empty>,<empty>,85.26%,29.03%,14.74%,14.37%,14.37%,5.850,60 x 45,60,45,+12.73%,6.20,6.20,H,6.05,6.20,6.05,5.60,X,6.10,X,6 SEP 19,130,.22,H,.26,D,IBM190906P130,103,418,-.108,.041,-.073,.032,-.002,26.32%,.2402165,1.11%,0.18%,11.42%,22.51%,88.58%,10.78%,<empty>,.240,38 x 21,38,21,-24.24%,.25,.25,Q,.25,.37,.25,,
,,IBM190906C131,0,196,.818,.052,-.105,.046,.014,29.69%,5.00,<empty>,<empty>,80.58%,38.20%,19.42%,21.11%,21.11%,5.000,69 x 45,69,45,0.00%,4.40,4.40,W,0,0,0,4.75,M,5.25,X,6 SEP 19,131,.31,D,.35,D,IBM190906P131,115,211,-.145,.052,-.085,.040,-.003,25.14%,.33032576,1.46%,0.25%,15.27%,30.07%,84.73%,14.82%,<empty>,.330,21 x 21,21,21,-9.30%,.39,.39,A,.28,.49,.28,,
,,IBM190906C132,2,146,.781,.064,-.106,.051,.014,26.90%,4.08,<empty>,<empty>,76.88%,45.44%,23.12%,24.48%,24.48%,4.075,45 x 53,45,53,+3.14%,3.61,3.61,X,4.20,4.20,3.61,3.80,X,4.35,X,6 SEP 19,132,.43,H,.48,H,IBM190906P132,23,231,-.195,.066,-.096,.048,-.004,23.94%,.45506762,1.93%,0.35%,20.33%,40.00%,79.67%,20.44%,<empty>,.455,21 x 31,21,31,-28.57%,.45,.45,C,.49,.56,.41,,
,,IBM190906C133,173,252,.735,.081,-.102,.057,.014,23.64%,3.15,<empty>,<empty>,72.30%,54.41%,27.70%,27.85%,27.85%,3.150,5 x 11,5,11,+14.54%,3.23,3.23,X,3.40,3.40,2.58,3.10,Z,3.20,H,6 SEP 19,133,.61,Z,.65,H,IBM190906P133,156,123,-.260,.082,-.107,.056,-.006,22.79%,.6300097,2.56%,0.48%,26.93%,52.90%,73.07%,28.30%,<empty>,.630,2 x 11,2,11,-27.71%,.60,.60,C,.67,.92,.56,,
,,IBM190906C134,145,278,.655,.096,-.109,.064,.013,22.34%,2.39,<empty>,<empty>,64.29%,70.00%,35.71%,38.40%,38.40%,2.385,11 x 9,11,9,+12.32%,2.37,2.37,Z,2.59,2.64,1.95,2.36,H,2.41,Q,6 SEP 19,134,.86,Z,.90,I,IBM190906P134,161,160,-.343,.097,-.116,.064,-.008,21.80%,.88012869,3.44%,0.66%,35.34%,69.29%,64.66%,39.53%,<empty>,.880,2 x 21,2,21,-28.18%,.79,.79,N,.78,1.31,.70,,
,,IBM190906C135,339,556,.556,.107,-.112,.069,.011,21.38%,1.73,<empty>,<empty>,54.48%,89.01%,45.52%,53.67%,53.67%,1.725,11 x 11,11,11,+18.71%,1.84,1.84,H,1.82,2.02,1.32,1.70,H,1.75,H,6 SEP 19,135,1.19,H,1.23,Z,IBM190906P135,474,463,-.443,.110,-.118,.069,-.010,20.72%,1.21,4.55%,0.90%,45.34%,88.66%,54.66%,54.35%,<empty>,1.210,11 x 3,11,3,-23.53%,1.17,1.17,W,1.06,1.53,.98,,
,,IBM190906C136,194,445,.446,.112,-.108,.069,.009,20.38%,1.16,<empty>,<empty>,43.52%,89.09%,56.48%,52.33%,73.44%,1.165,11 x 1,11,1,+19.42%,1.23,1.23,W,1.32,1.40,.85,1.14,H,1.19,C,6 SEP 19,136,1.64,Z,1.68,Z,IBM190906P136,210,214,-.556,.114,-.115,.069,-.013,19.86%,1.66,6.12%,1.24%,56.62%,88.81%,43.38%,53.45%,<empty>,1.660,2 x 3,2,3,-21.57%,1.60,1.60,C,1.44,2.13,1.36,,
,,IBM190906C137,141,142,.333,.106,-.097,.063,.007,19.70%,.74027378,<empty>,<empty>,32.35%,66.04%,67.65%,33.24%,99.26%,.740,2 x 1,2,1,+17.65%,.80,.80,E,.77,.93,.51,.72,Z,.76,W,6 SEP 19,137,2.16,Z,2.26,H,IBM190906P137,34,62,-.675,.110,-.101,.062,-.015,18.73%,2.21,8.15%,1.64%,68.46%,64.40%,31.54%,33.24%,<empty>,2.210,2 x 11,2,11,-12.93%,2.29,2.29,Z,2.08,2.72,2.03,,
,,IBM190906C138,126,220,.230,.091,-.080,.053,.005,19.21%,.4400192,<empty>,<empty>,22.23%,45.28%,77.77%,19.76%,130.70%,.440,11 x 11,11,11,+17.50%,.47,.47,C,.48,.55,.30,.42,H,.46,H,6 SEP 19,138,2.77,Z,2.97,Z,IBM190906P138,24,101,-.795,.095,-.078,.049,-.018,17.23%,2.87,10.59%,2.12%,80.22%,40.28%,19.78%,17.97%,<empty>,2.870,2 x 2,2,2,-16.67%,3.00,3.00,Q,2.60,3.27,2.60,,
,,IBM190906C139,127,212,.148,.070,-.062,.040,.003,19.02%,.25016231,<empty>,<empty>,14.27%,29.01%,85.73%,11.23%,167.08%,.250,1 x 39,1,39,-32.00%,.17,.17,Q,.25,.25,.16,.23,Q,.27,H,6 SEP 19,139,3.50,X,4.00,X,IBM190906P139,35,21,-.861,.070,-.067,.038,-.020,18.23%,3.75,13.83%,2.77%,86.71%,27.00%,13.29%,12.58%,<empty>,3.750,45 x 41,45,41,-14.12%,3.65,3.65,C,3.45,3.80,3.45,,
,,IBM190906C140,12,629,.087,.049,-.043,.028,.002,18.77%,.13018543,<empty>,<empty>,8.38%,17.00%,91.62%,5.84%,206.61%,.130,21 x 31,21,31,-9.09%,.10,.10,Q,.14,.14,.08,.11,I,.15,X,6 SEP 19,140,4.40,Z,4.75,W,IBM190906P140,1,2,-.956,.035,-.031,.016,-.022,14.86%,4.58,16.88%,3.38%,95.88%,8.35%,4.12%,4.72%,<empty>,4.575,10 x 11,10,11,-2.58%,4.90,4.90,D,4.90,4.90,4.90,,
,,IBM190906C141,8,417,.051,.032,-.030,.018,.001,18.97%,.07001297,<empty>,<empty>,4.87%,9.86%,95.13%,3.14%,248.83%,.070,39 x 40,39,40,-42.86%,.04,.04,X,.07,.07,.04,.05,H,.09,H,6 SEP 19,141,5.05,P,6.45,B,IBM190906P141,0,0,-.892,.043,-.077,.032,-.021,24.87%,5.75,21.21%,4.25%,89.82%,20.66%,10.18%,12.58%,<empty>,5.750,7 x 21,7,21,0.00%,10.82,10.82,C,0,0,0,,
,,IBM190906C142,0,65,.028,.019,-.019,.011,.001,19.10%,.03531791,<empty>,<empty>,2.65%,5.36%,97.35%,1.57%,292.17%,.035,79 x 23,79,23,0.00%,.03,.03,M,0,0,0,.02,H,.05,H,6 SEP 19,142,6.20,P,6.85,B,IBM190906P142,0,5,-1.000,.00,-.070,.598,.00,0.08%,6.47,24.07%,4.82%,100.00%,0.00%,0.00%,2.47%,<empty>,6.525,6 x 21,6,21,0.00%,11.42,11.42,E,0,0,0,,
,,IBM190906C143,266,76,.025,.016,-.020,.010,.001,21.44%,.0352478,<empty>,<empty>,2.37%,4.79%,97.63%,1.57%,337.09%,.035,25 x 46,25,46,-76.92%,.03,.03,W,.03,.03,.03,.03,W,.04,H,6 SEP 19,143,7.10,B,7.75,P,IBM190906P143,0,0,-1.000,.00,.00,.594,.00,--,<empty>,27.39%,5.48%,100.00%,0.00%,0.00%,-2.02%,<empty>,7.425,21 x 7,21,7,0.00%,7.71,7.71,X,0,0,0,,
,,IBM190906C144,0,45,.012,.008,-.011,.005,.00,20.94%,.01472829,<empty>,<empty>,1.10%,2.23%,98.90%,0.67%,381.11%,.015,0 x 16,0,16,0.00%,.04,.04,H,0,0,0,0,M,.03,Z,6 SEP 19,144,7.85,B,10.35,B,IBM190906P144,0,0,-.852,.030,-.156,.040,-.020,44.32%,9.10,33.57%,6.75%,86.51%,27.49%,13.49%,28.30%,<empty>,9.100,21 x 21,21,21,0.00%,9.68,9.68,N,0,0,0,,
,,IBM190906C145,1,92,.023,.012,-.023,.010,.001,26.48%,.03999859,<empty>,<empty>,2.17%,4.38%,97.83%,1.80%,427.14%,.040,0 x 42,0,42,-33.33%,.02,.02,H,.02,.02,.02,0,B,.08,Z,6 SEP 19,145,9.00,B,11.30,B,IBM190906P145,0,4,-.853,.027,-.171,.040,-.021,48.92%,10.15,37.45%,7.53%,86.77%,26.98%,13.23%,30.54%,<empty>,10.150,21 x 21,21,21,0.00%,13.55,13.55,X,0,0,0,,
,,IBM190906C146,0,23,.007,.005,-.008,.004,.00,23.74%,.00968825,<empty>,<empty>,0.67%,1.34%,99.33%,0.45%,470.71%,.010,0 x 1,0,1,0.00%,.05,.05,I,0,0,0,0,Q,.02,Q,6 SEP 19,146,9.80,B,12.40,B,IBM190906P146,0,0,-.867,.024,-.167,.037,-.021,50.89%,11.10,40.95%,8.23%,88.11%,24.26%,11.89%,28.30%,<empty>,11.100,21 x 21,21,21,0.00%,14.50,14.50,H,0,0,0,,
,,IBM190906C147,0,250,.020,.009,-.025,.009,.00,30.86%,.03967688,<empty>,<empty>,1.85%,3.75%,98.15%,1.80%,516.98%,.040,0 x 88,0,88,0.00%,.10,.10,C,0,0,0,0,B,.08,W,6 SEP 19,147,9.60,X,13.20,Z,IBM190906P147,0,5,-1.000,.00,.00,.581,.00,--,<empty>,42.06%,8.41%,100.00%,0.00%,0.00%,-3.14%,<empty>,11.400,33 x 5,33,5,0.00%,12.94,12.94,X,0,0,0,,
,,IBM190906C148,0,124,.019,.008,-.025,.008,.00,33.02%,.03977864,<empty>,<empty>,1.74%,3.51%,98.26%,1.80%,561.89%,.040,0 x 89,0,89,0.00%,.03,.03,N,0,0,0,0,B,.08,W,6 SEP 19,148,11.80,B,14.40,I,IBM190906P148,0,0,-.879,.020,-.177,.035,-.022,57.15%,13.10,48.33%,9.71%,89.33%,21.79%,10.67%,28.30%,<empty>,13.100,21 x 21,21,21,0.00%,17.00,17.00,N,0,0,0,,
,,IBM190906C149,0,72,.018,.007,-.026,.008,.00,35.21%,.04037745,<empty>,<empty>,1.65%,3.34%,98.35%,1.80%,606.81%,.040,0 x 89,0,89,0.00%,.03,.03,W,0,0,0,0,D,.08,W,6 SEP 19,149,12.95,B,15.40,I,IBM190906P149,0,0,-.875,.019,-.196,.036,-.022,62.35%,14.18,52.29%,10.51%,89.09%,22.31%,10.91%,31.67%,<empty>,14.175,21 x 21,21,21,0.00%,16.10,16.10,C,0,0,0,,
,,IBM190906C150,0,134,.016,.006,-.024,.007,.00,36.55%,.03502843,<empty>,<empty>,1.40%,2.83%,98.60%,1.57%,651.50%,.035,0 x 53,0,53,0.00%,.02,.02,Q,0,0,0,0,P,.07,W,6 SEP 19,150,13.90,B,15.00,B,IBM190906P150,0,0,-1.000,.00,.00,.571,.00,--,<empty>,53.31%,10.66%,100.00%,0.00%,0.00%,-0.90%,<empty>,14.450,21 x 21,21,21,0.00%,18.45,18.45,X,0,0,0,,
,,IBM190906C152.5,0,113,.014,.005,-.025,.006,.00,41.51%,.03471188,<empty>,<empty>,1.22%,2.46%,98.78%,1.57%,763.78%,.035,0 x 85,0,85,0.00%,.03,.03,C,0,0,0,0,P,.07,W,6 SEP 19,152.5,16.30,B,17.65,B,IBM190906P152.5,0,0,-.999,.00,-.009,.00,-.025,0.08%,16.97,62.62%,12.53%,100.00%,0.00%,0.00%,0.22%,<empty>,16.975,21 x 21,21,21,0.00%,14.20,14.20,I,0,0,0,,
,,IBM190906C155,0,60,.011,.004,-.023,.005,.00,45.49%,.03000049,<empty>,<empty>,0.97%,1.96%,99.03%,1.35%,875.85%,.030,0 x 26,0,26,0.00%,.02,.02,X,0,0,0,0,P,.06,P,6 SEP 19,155,18.80,B,20.05,B,IBM190906P155,0,0,-1.000,.00,.00,.555,.00,--,<empty>,71.66%,14.33%,100.00%,0.00%,0.00%,-2.02%,<empty>,19.425,21 x 21,21,21,0.00%,19.05,19.05,I,0,0,0,,
,,IBM190906C157.5,0,31,.009,.003,-.020,.004,.00,49.01%,.02502089,<empty>,<empty>,0.75%,1.53%,99.25%,1.12%,987.91%,.025,0 x 69,0,69,0.00%,.05,.05,A,0,0,0,0,P,.05,W,6 SEP 19,157.5,20.75,B,23.65,B,IBM190906P157.5,0,0,-.960,.008,-.096,.015,-.025,65.38%,22.20,81.90%,16.41%,96.71%,6.70%,3.29%,10.33%,<empty>,22.200,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C160,0,28,.012,.003,-.030,.005,.00,56.69%,.04024394,<empty>,<empty>,1.00%,2.03%,99.00%,1.80%,1100.87%,.040,0 x 130,0,130,0.00%,.04,.04,C,0,0,0,0,P,.08,W,6 SEP 19,160,23.60,B,25.90,B,IBM190906P160,0,0,-.955,.007,-.117,.016,-.025,74.23%,24.75,91.31%,18.30%,96.38%,7.39%,3.62%,12.58%,<empty>,24.750,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C162.5,0,2,.011,.003,-.031,.005,.00,61.18%,.04011023,<empty>,<empty>,0.92%,1.86%,99.08%,1.80%,1213.16%,.040,0 x 121,0,121,0.00%,.14,.14,C,0,0,0,0,P,.08,W,6 SEP 19,162.5,26.10,B,27.50,B,IBM190906P162.5,0,0,-1.000,.00,.00,.530,.00,--,<empty>,98.87%,19.75%,100.00%,0.00%,0.00%,-7.64%,<empty>,26.800,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C165,0,15,.011,.002,-.031,.005,.00,65.57%,.04006009,<empty>,<empty>,0.85%,1.72%,99.15%,1.80%,1325.45%,.040,0 x 130,0,130,0.00%,.19,.19,C,0,0,0,0,P,.08,W,6 SEP 19,165,28.25,B,30.70,B,IBM190906P165,0,0,-.999,.00,-.009,.00,-.027,0.07%,29.47,108.74%,21.75%,100.00%,0.00%,0.00%,0.22%,<empty>,29.475,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C167.5,0,0,.009,.002,-.029,.004,.00,68.73%,.03507014,<empty>,<empty>,0.71%,1.44%,99.29%,1.57%,1437.51%,.035,0 x 114,0,114,<empty>,0,0, ,0,0,0,0,P,.07,W,6 SEP 19,167.5,30.80,B,33.00,B,IBM190906P167.5,0,0,-1.000,.00,.00,.514,.00,--,<empty>,117.69%,23.53%,100.00%,0.00%,0.00%,-3.14%,<empty>,31.900,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C170,0,0,.009,.002,-.029,.004,.00,72.89%,.03513471,<empty>,<empty>,0.66%,1.35%,99.34%,1.57%,1549.80%,.035,0 x 129,0,129,<empty>,0,0, ,0,0,0,0,P,.07,W,6 SEP 19,170,33.15,B,35.40,B,IBM190906P170,0,0,-1.000,.00,.00,.506,.00,--,<empty>,126.45%,25.25%,100.00%,0.00%,0.00%,-8.76%,<empty>,34.275,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C172.5,0,0,.007,.002,-.027,.003,.00,75.59%,.0301696,<empty>,<empty>,0.55%,1.12%,99.45%,1.35%,1661.87%,.030,0 x 180,0,180,<empty>,0,0, ,0,0,0,0,P,.06,W,6 SEP 19,172.5,35.10,B,38.35,B,IBM190906P172.5,0,0,-1.000,.00,.00,.497,.00,--,<empty>,135.49%,27.05%,100.00%,0.00%,0.00%,-11.00%,<empty>,36.725,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C175,0,0,.007,.001,-.027,.003,.00,79.57%,.03040855,<empty>,<empty>,0.52%,1.06%,99.48%,1.35%,1774.15%,.030,0 x 228,0,228,<empty>,0,0, ,0,0,0,0,P,.06,W,6 SEP 19,175,38.10,B,41.25,B,IBM190906P175,0,0,-.974,.003,-.102,.010,-.028,98.86%,39.68,146.37%,29.32%,98.14%,3.81%,1.86%,9.21%,<empty>,39.675,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
