Stock quote and option quote for IBM on 9/1/19 18:02:51

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
135.53,N,+.65,135.30,P,135.77,P,5 x 5,"2,960,594",135.58,136.07,134.3627

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
4.78%,14.02,1.62,Q,8/8/19,154.36,105.94,"885,875,160",1.09

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM190906C177.5,0,0,.007,.001,-.027,.003,.00,83.37%,.03029724,<empty>,<empty>,0.49%,1.00%,99.51%,1.35%,1886.44%,.030,0 x 236,0,236,<empty>,0,0, ,0,0,0,0,P,.06,W,6 SEP 19,177.5,41.35,B,42.55,B,IBM190906P177.5,0,0,-1.000,.00,.00,.481,.00,--,<empty>,154.76%,30.95%,100.00%,0.00%,0.00%,-0.90%,<empty>,41.950,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C180,0,0,.006,.001,-.028,.003,.00,87.11%,.03027597,<empty>,<empty>,0.46%,0.95%,99.54%,1.35%,1998.73%,.030,0 x 234,0,234,<empty>,0,0, ,0,0,0,0,P,.06,W,6 SEP 19,180,43.95,B,45.00,B,IBM190906P180,0,0,-1.000,.00,-.055,.473,.00,0.08%,44.52,164.08%,32.82%,100.00%,0.00%,0.00%,0.22%,<empty>,44.475,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190906C185,0,0,.006,.001,-.029,.003,.00,94.42%,.03032387,<empty>,<empty>,0.42%,0.86%,99.58%,1.35%,2223.31%,.030,0 x 234,0,234,<empty>,0,0, ,0,0,0,0,P,.06,W,6 SEP 19,185,47.40,B,50.00,B,IBM190906P185,0,0,-1.000,.00,.00,.456,.00,--,<empty>,179.67%,35.73%,100.00%,0.00%,0.00%,-34.58%,<empty>,48.700,21 x 21,21,21,<empty>,0,0, ,0,0,0,,

13 SEP 19  (12)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,IBM190913C115,0,0,.934,.005,-.059,.029,.012,55.62%,20.70,<empty>,<empty>,93.37%,12.92%,6.63%,3.52%,3.52%,20.700,25 x 21,25,21,<empty>,0,0, ,0,0,0,19.05,P,22.35,B,13 SEP 19,115,.07,P,.10,X,IBM190913P115,50,11,-.020,.004,-.022,.013,-.001,43.16%,.08502061,0.74%,0.07%,2.48%,4.85%,97.52%,1.76%,<empty>,.085,3 x 175,3,175,-72.73%,.09,.09,Z,.07,.09,.07,,
,,IBM190913C116,0,0,.922,.007,-.072,.035,.017,57.60%,19.85,<empty>,<empty>,91.44%,16.64%,8.56%,6.63%,6.63%,19.850,21 x 21,21,21,<empty>,0,0, ,0,0,0,19.15,B,20.55,B,13 SEP 19,116,.06,P,.13,X,IBM190913P116,0,0,-.023,.005,-.024,.014,-.001,41.94%,.09501233,0.82%,0.08%,2.78%,5.45%,97.22%,1.97%,<empty>,.095,2 x 127,2,127,<empty>,0,0, ,0,0,0,,
,,IBM190913C117,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-3.21%,0.00%,18.375,12 x 21,12,21,<empty>,0,0, ,0,0,0,17.30,Z,19.45,B,13 SEP 19,117,.04,M,.13,C,IBM190913P117,0,0,-.022,.005,-.022,.014,-.001,39.24%,.0850462,0.73%,0.07%,2.65%,5.20%,97.35%,1.76%,<empty>,.085,78 x 161,78,161,<empty>,0,0, ,0,0,0,,
,,IBM190913C118,0,0,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-1.14%,0.00%,17.475,22 x 22,22,22,<empty>,0,0, ,0,0,0,15.85,X,19.10,X,13 SEP 19,118,.05,M,.14,X,IBM190913P118,0,5,-.025,.006,-.023,.015,-.001,37.98%,.09504813,0.81%,0.08%,2.98%,5.85%,97.02%,1.97%,<empty>,.095,48 x 250,48,250,0.00%,.49,.49,X,0,0,0,,
,,IBM190913C119,0,0,.911,.010,-.073,.039,.020,51.57%,16.93,<empty>,<empty>,89.94%,19.59%,10.06%,8.19%,8.19%,16.925,21 x 21,21,21,<empty>,0,0, ,0,0,0,16.25,B,17.60,B,13 SEP 19,119,.07,X,.15,C,IBM190913P119,0,7,-.029,.007,-.026,.017,-.001,36.91%,.11004244,0.92%,0.09%,3.45%,6.77%,96.55%,2.28%,<empty>,.110,45 x 138,45,138,0.00%,.46,.46,C,0,0,0,,
,,IBM190913C120,0,1,1.000,.00,.00,.00,.00,--,<empty>,<empty>,<empty>,100.00%,<empty>,0.00%,-0.10%,0.00%,15.525,21 x 21,21,21,0.00%,12.89,12.89,C,0,0,0,14.45,B,16.60,B,13 SEP 19,120,.09,X,.16,C,IBM190913P120,1,6,-.034,.008,-.028,.019,-.002,35.71%,.12503745,1.04%,0.10%,3.94%,7.73%,96.06%,2.59%,<empty>,.125,47 x 116,47,116,-72.50%,.11,.11,A,.11,.11,.11,,
,,IBM190913C121,0,0,.906,.013,-.068,.041,.022,46.27%,14.93,<empty>,<empty>,89.33%,20.81%,10.67%,8.19%,8.19%,14.925,21 x 21,21,21,<empty>,0,0, ,0,0,0,14.15,B,15.70,B,13 SEP 19,121,.11,Z,.16,W,IBM190913P121,21,22,-.038,.009,-.029,.021,-.002,34.15%,.13500761,1.07%,0.11%,4.34%,8.52%,95.66%,2.80%,<empty>,.135,29 x 56,29,56,-51.72%,.14,.14,Q,.14,.14,.14,,
,,IBM190913C122,0,0,.895,.015,-.073,.045,.023,45.35%,14.00,<empty>,<empty>,88.00%,23.39%,12.00%,9.74%,9.74%,14.000,23 x 22,23,22,<empty>,0,0, ,0,0,0,13.25,P,14.75,P,13 SEP 19,122,.13,Z,.18,H,IBM190913P122,25,6,-.044,.011,-.032,.024,-.002,32.96%,.1550524,1.14%,0.13%,5.01%,9.82%,94.99%,3.21%,<empty>,.155,20 x 57,20,57,-54.05%,.17,.17,Z,.15,.19,.15,,
,,IBM190913C123,0,9,.905,.015,-.059,.042,.023,39.87%,12.88,<empty>,<empty>,89.23%,21.03%,10.77%,7.15%,7.15%,12.875,21 x 21,21,21,0.00%,8.50,8.50,A,0,0,0,11.60,B,14.15,B,13 SEP 19,123,.13,X,.19,I,IBM190913P123,0,3,-.047,.012,-.032,.025,-.002,31.04%,.1596481,1.10%,0.13%,5.36%,10.53%,94.64%,3.32%,<empty>,.160,47 x 31,47,31,0.00%,.71,.71,Z,0,0,0,,
,,IBM190913C124,0,2,.901,.017,-.057,.043,.023,37.30%,11.88,<empty>,<empty>,88.77%,21.95%,11.23%,7.15%,7.15%,11.875,21 x 21,21,21,0.00%,6.80,6.80,Z,0,0,0,11.30,B,12.45,B,13 SEP 19,124,.19,H,.21,D,IBM190913P124,1,64,-.059,.015,-.036,.030,-.003,30.34%,.20000242,1.28%,0.16%,6.59%,12.92%,93.41%,4.15%,<empty>,.200,11 x 21,11,21,-60.94%,.25,.25,A,.25,.25,.25,,
,,IBM190913C125,0,0,.838,.021,-.100,.062,.027,44.88%,11.42,<empty>,<empty>,81.63%,35.72%,18.37%,18.55%,18.55%,11.425,21 x 29,21,29,<empty>,0,0, ,0,0,0,10.60,B,12.25,B,13 SEP 19,125,.23,H,.26,H,IBM190913P125,18,134,-.072,.018,-.041,.035,-.004,29.49%,.24500234,1.48%,0.20%,7.96%,15.60%,92.04%,5.08%,<empty>,.245,11 x 21,11,21,-16.13%,.26,.26,E,.23,.29,.22,,
,,IBM190913C126,0,40,.873,.023,-.064,.052,.026,34.68%,10.00,<empty>,<empty>,85.69%,27.95%,14.31%,9.74%,9.74%,10.000,21 x 26,21,26,0.00%,6.75,6.75,Z,0,0,0,9.30,B,10.70,B,13 SEP 19,126,.23,X,.30,H,IBM190913P126,1,93,-.081,.021,-.042,.038,-.004,27.74%,.26500272,1.51%,0.21%,8.88%,17.41%,91.12%,5.49%,<empty>,.265,91 x 31,91,31,-52.94%,.32,.32,C,.32,.32,.32,,
,,IBM190913C127,0,10,.849,.027,-.071,.059,.028,34.19%,9.13,<empty>,<empty>,83.15%,32.87%,16.85%,12.33%,12.33%,9.125,21 x 21,21,21,0.00%,6.60,6.60,N,0,0,0,8.35,B,9.90,B,13 SEP 19,127,.34,P,.36,H,IBM190913P127,21,93,-.103,.026,-.050,.046,-.005,27.39%,.35049479,1.88%,0.28%,11.26%,22.04%,88.74%,7.26%,<empty>,.350,7 x 32,7,32,-11.11%,.40,.40,Q,.41,.42,.40,,
,,IBM190913C128,0,327,.833,.031,-.071,.063,.028,32.17%,8.18,<empty>,<empty>,81.47%,36.16%,18.53%,13.37%,13.37%,8.175,21 x 108,21,108,0.00%,5.70,5.70,Z,0,0,0,7.95,D,8.40,T,13 SEP 19,128,.40,H,.45,H,IBM190913P128,0,134,-.124,.030,-.055,.053,-.006,26.40%,.4253464,2.17%,0.33%,13.50%,26.42%,86.50%,8.81%,<empty>,.425,21 x 11,21,11,0.00%,.51,.51,C,0,0,0,,
,,IBM190913C129,0,44,.829,.036,-.063,.064,.029,28.13%,7.10,<empty>,<empty>,81.20%,36.70%,18.80%,11.82%,11.82%,7.100,51 x 58,51,58,0.00%,3.95,3.95,Z,0,0,0,6.80,M,7.40,M,13 SEP 19,129,.51,P,.54,I,IBM190913P129,10,69,-.152,.036,-.061,.060,-.007,25.53%,.52516216,2.55%,0.41%,16.34%,31.94%,83.66%,10.88%,<empty>,.525,6 x 56,6,56,-1.59%,.62,.62,A,.45,.62,.45,,
,,IBM190913C130,0,97,.784,.041,-.075,.075,.029,28.74%,6.35,<empty>,<empty>,76.51%,45.78%,23.49%,17.00%,17.00%,6.350,21 x 44,21,44,0.00%,5.80,5.80,Z,0,0,0,6.15,D,6.55,M,13 SEP 19,130,.63,P,.66,H,IBM190913P130,44,245,-.184,.042,-.066,.068,-.009,24.60%,.6451716,2.99%,0.50%,19.68%,38.43%,80.32%,13.37%,<empty>,.645,7 x 33,7,33,-7.59%,.73,.73,H,.73,.75,.58,,
,,IBM190913C131,4,25,.763,.048,-.070,.079,.029,25.59%,5.35,<empty>,<empty>,74.52%,49.65%,25.48%,17.00%,17.00%,5.350,12 x 9,12,9,-12.36%,4.82,4.82,I,5.60,5.60,4.82,5.30,Z,5.40,Z,13 SEP 19,131,.79,P,.82,D,IBM190913P131,10,71,-.224,.049,-.072,.077,-.011,23.81%,.8050349,3.57%,0.62%,23.82%,46.44%,76.18%,16.69%,<empty>,.805,7 x 21,7,21,-2.13%,.92,.92,Z,.92,.92,.92,,
,,IBM190913C132,9,90,.718,.055,-.074,.086,.029,24.69%,4.55,<empty>,<empty>,69.92%,58.54%,30.08%,21.14%,21.14%,4.550,11 x 11,11,11,-5.81%,4.05,4.05,P,4.75,4.75,4.05,4.50,H,4.60,H,13 SEP 19,132,.98,P,1.01,H,IBM190913P132,3,74,-.271,.056,-.076,.085,-.013,22.93%,.99500882,4.22%,0.76%,28.58%,55.65%,71.42%,20.63%,<empty>,.995,5 x 11,5,11,-14.66%,.99,.99,C,1.02,1.02,.99,,
,,IBM190913C133,14,37,.664,.061,-.078,.093,.028,23.87%,3.80,<empty>,<empty>,64.58%,68.81%,35.42%,26.33%,26.33%,3.800,11 x 11,11,11,-2.86%,3.40,3.40,Z,4.00,4.00,3.40,3.75,H,3.85,H,13 SEP 19,133,1.22,P,1.25,H,IBM190913P133,50,148,-.326,.064,-.080,.092,-.016,22.11%,1.24,5.03%,0.94%,34.19%,66.44%,65.81%,25.60%,<empty>,1.235,3 x 11,3,11,-17.24%,1.20,1.20,N,1.14,1.45,1.07,,
,,IBM190913C134,30,124,.604,.066,-.080,.098,.026,23.01%,3.10,<empty>,<empty>,58.59%,80.29%,41.41%,32.55%,32.55%,3.100,11 x 11,11,11,-4.76%,2.80,2.80,M,3.11,3.20,2.80,3.05,H,3.15,H,13 SEP 19,134,1.51,P,1.54,Z,IBM190913P134,52,85,-.390,.071,-.083,.098,-.019,21.23%,1.53,5.96%,1.15%,40.57%,78.66%,59.43%,31.61%,<empty>,1.525,6 x 2,6,2,-1.12%,1.76,1.76,N,1.43,1.90,1.43,,
,,IBM190913C135,28,165,.537,.071,-.079,.101,.024,22.02%,2.45,<empty>,<empty>,51.98%,92.87%,48.02%,39.70%,39.70%,2.445,7 x 2,7,2,+6.55%,2.44,2.44,C,2.58,2.66,2.10,2.42,B,2.47,Z,13 SEP 19,135,1.87,P,1.91,H,IBM190913P135,50,252,-.461,.076,-.083,.101,-.023,20.48%,1.89,7.11%,1.42%,47.75%,92.33%,52.25%,39.18%,<empty>,1.890,5 x 11,5,11,-14.35%,1.85,1.85,Z,1.84,2.23,1.82,,
,,IBM190913C136,45,190,.464,.074,-.076,.101,.021,21.18%,1.87,<empty>,<empty>,44.77%,92.73%,55.23%,38.87%,48.61%,1.875,21 x 2,21,2,+8.19%,1.85,1.85,Z,2.03,2.03,1.58,1.85,H,1.90,Z,13 SEP 19,136,2.31,P,2.34,H,IBM190913P136,9,152,-.539,.079,-.081,.101,-.027,19.68%,2.32,8.58%,1.74%,55.51%,92.18%,44.49%,38.45%,<empty>,2.325,6 x 11,6,11,-3.01%,2.58,2.58,A,2.12,2.58,2.12,,
,,IBM190913C137,15,163,.389,.073,-.072,.098,.018,20.64%,1.41,<empty>,<empty>,37.38%,77.19%,62.62%,29.23%,59.70%,1.410,7 x 2,7,2,+8.27%,1.44,1.44,Q,1.37,1.46,1.29,1.40,P,1.42,Z,13 SEP 19,137,2.81,Z,2.89,Z,IBM190913P137,3,123,-.621,.078,-.076,.097,-.031,18.98%,2.85,10.51%,2.12%,63.56%,75.27%,36.44%,28.61%,<empty>,2.850,2 x 2,2,2,-7.94%,2.90,2.90,Z,2.63,2.90,2.63,,
,,IBM190913C138,52,117,.313,.070,-.065,.091,.014,19.97%,1.01,<empty>,<empty>,30.00%,61.80%,70.00%,20.94%,72.14%,1.010,7 x 2,7,2,+12.36%,1.00,1.00,C,1.09,1.10,.78,1.00,P,1.02,Z,13 SEP 19,138,3.40,D,3.50,H,IBM190913P138,3,36,-.704,.074,-.068,.088,-.035,18.17%,3.45,12.73%,2.56%,71.67%,58.37%,28.33%,20.32%,<empty>,3.450,31 x 11,31,11,-10.05%,3.40,3.40,Z,3.40,3.40,3.40,,
,,IBM190913C139,24,121,.241,.063,-.056,.080,.011,19.33%,.69001914,<empty>,<empty>,23.00%,47.28%,77.00%,14.30%,86.24%,.690,31 x 2,31,2,-14.29%,.54,.54,Q,.80,.80,.54,.67,H,.71,Z,13 SEP 19,139,4.10,Z,4.20,Z,IBM190913P139,9,172,-.781,.066,-.058,.075,-.039,17.50%,4.15,15.31%,3.08%,79.16%,42.82%,20.84%,14.10%,<empty>,4.150,2 x 12,2,12,-14.29%,3.90,3.90,Q,3.70,3.90,3.70,,
,,IBM190913C140,16,155,.181,.054,-.047,.067,.008,19.06%,.47021812,<empty>,<empty>,17.16%,35.19%,82.84%,9.74%,102.41%,.470,32 x 41,32,41,-9.30%,.39,.39,C,.45,.45,.39,.44,H,.50,M,13 SEP 19,140,4.55,M,4.95,D,IBM190913P140,3,42,-.904,.049,-.031,.043,-.045,13.36%,4.75,17.52%,3.51%,90.97%,18.51%,9.03%,5.80%,<empty>,4.750,84 x 21,84,21,-12.84%,4.75,4.75,P,4.55,4.75,4.55,,
,,IBM190913C141,11,283,.129,.044,-.038,.054,.006,18.74%,.30499794,<empty>,<empty>,12.21%,24.98%,87.79%,6.32%,119.72%,.305,21 x 21,21,21,-20.69%,.23,.23,E,.28,.28,.23,.28,H,.33,D,13 SEP 19,141,5.45,M,5.95,X,IBM190913P141,1,14,-.934,.035,-.027,.033,-.047,14.05%,5.70,21.03%,4.21%,93.86%,12.56%,6.14%,4.77%,<empty>,5.700,74 x 69,74,69,+1.90%,5.91,5.91,M,5.91,5.91,5.91,,
,,IBM190913C142,3,57,.093,.035,-.030,.043,.004,18.83%,.20538535,<empty>,<empty>,8.72%,17.81%,91.28%,4.25%,138.37%,.205,11 x 41,11,41,-44.00%,.14,.14,C,.21,.21,.14,.18,W,.23,I,13 SEP 19,142,6.00,P,7.20,P,IBM190913P142,0,14,-.997,.002,-.010,.001,-.050,8.50%,6.60,24.35%,4.87%,99.85%,0.30%,0.15%,2.69%,<empty>,6.600,22 x 26,22,26,0.00%,6.45,6.45,Z,0,0,0,,
,,IBM190913C143,0,152,.073,.027,-.026,.036,.003,19.65%,.16022644,<empty>,<empty>,6.78%,13.83%,93.22%,3.32%,158.17%,.160,7 x 177,7,177,0.00%,.07,.07,W,0,0,0,.11,P,.21,C,13 SEP 19,143,6.80,B,8.50,B,IBM190913P143,0,0,-.965,.018,-.021,.019,-.049,15.64%,7.65,28.22%,5.65%,96.90%,6.32%,3.10%,3.73%,<empty>,7.650,21 x 21,21,21,0.00%,12.03,12.03,E,0,0,0,,
,,IBM190913C144,0,51,.040,.018,-.016,.022,.002,18.46%,.07500763,<empty>,<empty>,3.70%,7.55%,96.30%,1.55%,177.14%,.075,145 x 44,145,44,0.00%,.38,.38,C,0,0,0,.04,C,.11,M,13 SEP 19,144,7.90,B,9.60,B,IBM190913P144,0,1,-.933,.023,-.036,.033,-.048,21.30%,8.75,32.28%,6.47%,93.98%,12.27%,6.02%,5.80%,<empty>,8.750,21 x 21,21,21,0.00%,12.93,12.93,I,0,0,0,,
,,IBM190913C145,0,146,.039,.016,-.017,.022,.002,20.39%,.0804822,<empty>,<empty>,3.59%,7.30%,96.41%,1.66%,197.97%,.080,104 x 204,104,204,0.00%,.07,.07,C,0,0,0,.02,X,.14,X,13 SEP 19,145,8.05,B,11.05,B,IBM190913P145,0,0,-1.000,.00,.00,1.273,.00,0.05%,9.60,35.23%,7.05%,100.00%,0.00%,0.00%,1.66%,<empty>,9.550,21 x 21,21,21,0.00%,14.84,14.84,M,0,0,0,,
,,IBM190913C146,1,42,.033,.013,-.016,.019,.002,21.52%,.07047545,<empty>,<empty>,3.02%,6.16%,96.98%,1.45%,218.50%,.070,90 x 217,90,217,-41.67%,.07,.07,E,.07,.07,.07,.01,I,.13,C,13 SEP 19,146,8.60,B,12.35,B,IBM190913P146,0,0,-.998,.00,-.010,.00,-.052,0.05%,10.60,38.64%,7.73%,100.00%,0.00%,0.00%,0.10%,<empty>,10.475,21 x 21,21,21,0.00%,10.01,10.01,A,0,0,0,,
,,IBM190913C147,0,51,.029,.011,-.015,.017,.001,22.79%,.06478991,<empty>,<empty>,2.65%,5.40%,97.35%,1.35%,239.12%,.065,0 x 199,0,199,0.00%,.15,.15,X,0,0,0,0,P,.13,X,13 SEP 19,147,9.60,B,13.35,B,IBM190913P147,0,0,-.998,.00,-.010,.00,-.052,0.05%,11.60,42.33%,8.47%,100.00%,0.00%,0.00%,0.10%,<empty>,11.475,21 x 21,21,21,0.00%,12.90,12.90,B,0,0,0,,
,,IBM190913C148,0,24,.028,.010,-.016,.016,.001,24.34%,.06500345,<empty>,<empty>,2.49%,5.07%,97.51%,1.35%,259.85%,.065,0 x 143,0,143,0.00%,.35,.35,C,0,0,0,0,P,.13,X,13 SEP 19,148,10.55,B,14.40,B,IBM190913P148,0,0,-.998,.00,-.010,.00,-.053,0.05%,12.60,46.02%,9.20%,100.00%,0.00%,0.00%,0.10%,<empty>,12.475,21 x 21,21,21,0.00%,11.19,11.19,A,0,0,0,,
,,IBM190913C149,0,54,.025,.009,-.015,.015,.001,25.53%,.05999846,<empty>,<empty>,2.21%,4.50%,97.79%,1.24%,280.48%,.060,0 x 114,0,114,0.00%,.05,.05,C,0,0,0,0,P,.12,Q,13 SEP 19,149,11.60,B,15.35,B,IBM190913P149,0,0,-.998,.00,-.010,.00,-.053,0.05%,13.59,49.71%,9.94%,100.00%,0.00%,0.00%,0.10%,<empty>,13.475,21 x 21,21,21,0.00%,10.49,10.49,C,0,0,0,,
,,IBM190913C150,0,125,.024,.008,-.015,.014,.001,27.01%,.05999738,<empty>,<empty>,2.09%,4.25%,97.91%,1.24%,301.21%,.060,0 x 91,0,91,0.00%,.03,.03,Z,0,0,0,0,D,.12,W,13 SEP 19,150,12.80,B,16.40,I,IBM190913P150,0,0,-.994,.002,-.012,.003,-.053,20.44%,14.60,53.86%,10.78%,99.63%,0.76%,0.37%,2.69%,<empty>,14.600,21 x 21,21,21,0.00%,14.85,14.85,I,0,0,0,,
,,IBM190913C152.5,0,158,.020,.006,-.015,.012,.001,30.23%,.05501586,<empty>,<empty>,1.72%,3.50%,98.28%,1.14%,352.93%,.055,0 x 103,0,103,0.00%,.02,.02,Z,0,0,0,0,P,.11,W,13 SEP 19,152.5,15.05,B,18.90,B,IBM190913P152.5,0,0,-.998,.00,-.009,.00,-.054,0.05%,16.97,62.62%,12.53%,100.00%,0.00%,0.00%,0.10%,<empty>,16.975,21 x 21,21,21,0.00%,8.70,8.70,C,0,0,0,,
,,IBM190913C155,0,26,.015,.005,-.013,.010,.001,32.74%,.04500171,<empty>,<empty>,1.32%,2.68%,98.68%,0.93%,404.55%,.045,0 x 99,0,99,0.00%,.07,.07,D,0,0,0,0,P,.09,W,13 SEP 19,155,17.85,B,21.35,B,IBM190913P155,0,0,-.994,.002,-.013,.004,-.055,27.28%,19.60,72.31%,14.48%,99.60%,0.81%,0.40%,2.69%,<empty>,19.600,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190913C157.5,0,26,.013,.004,-.012,.009,.001,35.50%,.04047187,<empty>,<empty>,1.10%,2.23%,98.90%,0.83%,456.27%,.040,0 x 92,0,92,0.00%,.02,.02,E,0,0,0,0,P,.08,W,13 SEP 19,157.5,20.15,B,23.65,B,IBM190913P157.5,0,0,-1.000,.00,.00,1.184,.00,--,<empty>,80.79%,16.15%,100.00%,0.00%,0.00%,-1.45%,<empty>,21.900,21 x 21,21,21,0.00%,17.20,17.20,P,0,0,0,,
,,IBM190913C160,0,0,.011,.003,-.011,.007,.001,37.99%,.03534238,<empty>,<empty>,0.90%,1.83%,99.10%,0.73%,507.99%,.035,0 x 88,0,88,<empty>,0,0, ,0,0,0,0,P,.07,W,13 SEP 19,160,22.60,B,26.25,B,IBM190913P160,0,0,-1.000,.00,.00,1.166,.00,--,<empty>,90.11%,18.02%,100.00%,0.00%,0.00%,-0.93%,<empty>,24.425,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190913C162.5,0,0,.009,.002,-.010,.006,.00,40.23%,.03023792,<empty>,<empty>,0.73%,1.49%,99.27%,0.62%,559.71%,.030,0 x 91,0,91,<empty>,0,0, ,0,0,0,0,P,.06,W,13 SEP 19,162.5,25.20,B,28.70,B,IBM190913P162.5,0,0,-1.000,.00,.00,1.148,.00,--,<empty>,99.42%,19.88%,100.00%,0.00%,0.00%,-0.41%,<empty>,26.950,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190913C165,0,10,.008,.002,-.010,.006,.00,43.11%,.03003457,<empty>,<empty>,0.67%,1.37%,99.33%,0.62%,611.54%,.030,0 x 95,0,95,0.00%,.24,.24,C,0,0,0,0,P,.06,W,13 SEP 19,165,27.55,B,31.40,B,IBM190913P165,0,0,-.998,.00,-.009,.00,-.059,0.05%,29.47,108.74%,21.75%,100.00%,0.00%,0.00%,0.10%,<empty>,29.475,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190913C167.5,0,0,.008,.002,-.011,.006,.00,45.95%,.03006707,<empty>,<empty>,0.62%,1.27%,99.38%,0.62%,663.36%,.030,0 x 92,0,92,<empty>,0,0, ,0,0,0,0,P,.06,W,13 SEP 19,167.5,30.05,B,33.90,Z,IBM190913P167.5,0,0,-.998,.00,-.009,.00,-.060,0.05%,31.97,117.96%,23.59%,100.00%,0.00%,0.00%,0.10%,<empty>,31.975,21 x 12,21,12,<empty>,0,0, ,0,0,0,,
,,IBM190913C170,0,0,.008,.002,-.011,.005,.00,48.75%,.03019955,<empty>,<empty>,0.59%,1.19%,99.41%,0.62%,715.19%,.030,0 x 99,0,99,<empty>,0,0, ,0,0,0,0,P,.06,W,13 SEP 19,170,32.45,B,36.60,B,IBM190913P170,0,0,-.998,.00,-.008,.00,-.060,0.05%,34.47,127.37%,25.48%,100.00%,0.00%,0.00%,1.14%,<empty>,34.525,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190913C172.5,0,0,.007,.002,-.011,.005,.00,51.50%,.0303944,<empty>,<empty>,0.55%,1.13%,99.45%,0.62%,767.02%,.030,0 x 92,0,92,<empty>,0,0, ,0,0,0,0,P,.06,W,13 SEP 19,172.5,35.15,B,38.80,B,IBM190913P172.5,0,0,-.998,.00,-.008,.00,-.061,0.05%,37.08,136.41%,27.28%,100.00%,0.00%,0.00%,0.10%,<empty>,36.975,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190913C175,0,0,.007,.001,-.011,.005,.00,54.08%,.03000694,<empty>,<empty>,0.51%,1.05%,99.49%,0.62%,818.84%,.030,0 x 141,0,141,<empty>,0,0, ,0,0,0,0,P,.06,W,13 SEP 19,175,37.60,B,41.30,B,IBM190913P175,0,0,-1.000,.00,.00,1.059,.00,--,<empty>,145.54%,29.10%,100.00%,0.00%,0.00%,-0.41%,<empty>,39.450,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190913C177.5,0,0,.007,.001,-.011,.005,.00,56.74%,.03028136,<empty>,<empty>,0.49%,1.00%,99.51%,0.62%,870.67%,.030,0 x 141,0,141,<empty>,0,0, ,0,0,0,0,P,.06,W,13 SEP 19,177.5,40.00,B,43.70,B,IBM190913P177.5,0,0,-1.000,.00,.00,1.041,.00,--,<empty>,154.39%,30.85%,100.00%,0.00%,0.00%,-2.49%,<empty>,41.850,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
,,IBM190913C180,0,0,.006,.001,-.011,.005,.00,59.28%,.03026753,<empty>,<empty>,0.46%,0.95%,99.54%,0.62%,922.49%,.030,0 x 215,0,215,<empty>,0,0, ,0,0,0,0,P,.06,C,13 SEP 19,180,42.50,B,46.30,B,IBM190913P180,0,0,-1.000,.00,.00,1.024,.00,--,<empty>,163.80%,32.74%,100.00%,0.00%,0.00%,-1.45%,<empty>,44.400,21 x 21,21,21,<empty>,0,0, ,0,0,0,,
