Stock quote and option quote for FEYE on 9/1/19 18:02:21

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
13.43,Q,+.04,13.36,P,13.60,P,5 x 5,"1,870,788",13.45,13.575,13.33

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
<empty>,-11.1,<empty>,--,,20.61,12.66,"214,753,300",1.24

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE190906C14,409,"5,703",.128,.436,-.008,.004,.00,27.85%,.03008195,<empty>,<empty>,12.04%,24.18%,87.96%,13.60%,271.96%,.030,0 x 20,0,20,-16.67%,.05,.05,M,.07,.07,.05,0,B,.06,P,6 SEP 19,14,.27,X,.88,X,FEYE190906P14,0,32,-.940,.285,-.003,.002,-.001,20.45%,.57522379,21.41%,4.28%,94.37%,11.27%,5.63%,2.27%,<empty>,.575,973 x 979,973,979,0.00%,.68,.68,C,0,0,0,,
,,FEYE190906C14.5,0,113,.057,.179,-.006,.002,.00,37.11%,.01524304,<empty>,<empty>,5.17%,10.41%,94.83%,6.80%,491.79%,.015,0 x 100,0,100,0.00%,.12,.12,C,0,0,0,0,P,.03,P,6 SEP 19,14.5,.40,H,2.11,X,FEYE190906P14.5,0,11,-.754,.224,-.035,.005,-.002,80.13%,1.26,46.72%,9.48%,78.66%,43.91%,21.34%,83.85%,<empty>,1.255,145 x 182,145,182,0.00%,1.32,1.32,N,0,0,0,,
,,FEYE190906C15,0,175,.079,.144,-.013,.003,.00,59.20%,.03508371,<empty>,<empty>,6.80%,13.81%,93.20%,15.86%,727.49%,.035,"0 x 1,013",0,"1,013",0.00%,.06,.06,C,0,0,0,0,J,.07,X,6 SEP 19,15,1.29,X,2.72,I,FEYE190906P15,1,2,-.691,.139,-.070,.006,-.002,143.81%,2.01,74.65%,15.43%,75.50%,51.89%,24.50%,197.17%,<empty>,2.005,150 x 107,150,107,-9.71%,1.58,1.58,C,1.58,1.58,1.58,,
,,FEYE190906C15.5,0,209,.073,.108,-.015,.002,.00,74.28%,.04001966,<empty>,<empty>,6.06%,12.36%,93.94%,18.13%,956.39%,.040,0 x 932,0,932,0.00%,.13,.13,M,0,0,0,0,N,.08,X,6 SEP 19,15.5,1.49,X,2.22,B,FEYE190906P15.5,0,22,-1.000,.00,.00,.00,.00,--,<empty>,69.06%,13.59%,100.00%,<empty>,0.00%,-97.45%,<empty>,1.855,268 x 75,268,75,0.00%,.58,.58,Q,0,0,0,,
,,FEYE190906C16,140,421,.032,.058,-.007,.001,.00,71.91%,.01506672,<empty>,<empty>,2.61%,5.30%,97.39%,6.80%,1171.69%,.015,0 x 1,0,1,0.00%,.02,.02,M,.02,.02,.02,0,Z,.03,P,6 SEP 19,16,2.06,X,2.83,H,FEYE190906P16,1,23,-1.000,.00,.00,.00,.00,--,<empty>,91.03%,18.04%,100.00%,<empty>,0.00%,-56.66%,<empty>,2.445,222 x 117,222,117,-8.24%,2.56,2.56,B,2.56,2.56,2.56,,
,,FEYE190906C16.5,0,84,.085,.081,-.025,.003,.00,110.94%,.07002711,<empty>,<empty>,6.47%,13.35%,93.53%,31.73%,1423.26%,.070,0 x 67,0,67,0.00%,.05,.05,X,0,0,0,0,N,.14,Z,6 SEP 19,16.5,2.57,H,4.90,B,FEYE190906P16.5,0,0,-.691,.080,-.115,.006,-.002,239.09%,3.74,139.05%,29.26%,79.50%,45.09%,20.50%,301.42%,<empty>,3.735,64 x 75,64,75,<empty>,0,0, ,0,0,0,,
,,FEYE190906C17,0,35,.122,.081,-.042,.003,.00,145.98%,.14015436,<empty>,<empty>,8.82%,18.46%,91.18%,63.46%,1681.62%,.140,0 x 49,0,49,0.00%,.56,.56,C,0,0,0,0,N,.28,Z,6 SEP 19,17,1.50,P,5.50,B,FEYE190906P17,0,0,-1.000,.00,.00,.00,.00,--,<empty>,130.31%,25.93%,100.00%,<empty>,0.00%,-31.73%,<empty>,3.500,27 x 75,27,75,<empty>,0,0, ,0,0,0,,
,,FEYE190906C17.5,0,2,.086,.064,-.032,.003,.00,141.75%,.09003931,<empty>,<empty>,6.10%,12.71%,93.90%,40.79%,1885.59%,.090,0 x 45,0,45,0.00%,.05,.05,Q,0,0,0,0,N,.18,X,6 SEP 19,17.5,3.40,H,6.10,C,FEYE190906P17.5,0,0,-.705,.064,-.129,.006,-.002,275.56%,4.75,176.84%,37.25%,82.26%,39.50%,17.74%,308.22%,<empty>,4.750,79 x 46,79,46,<empty>,0,0, ,0,0,0,,
,,FEYE190906C18,0,0,.078,.056,-.032,.003,.00,150.82%,.08510839,<empty>,<empty>,5.37%,11.20%,94.63%,38.53%,2109.96%,.085,0 x 59,0,59,<empty>,0,0, ,0,0,0,0,N,.17,Z,6 SEP 19,18,2.40,Z,5.20,B,FEYE190906P18,0,0,-1.000,.00,.00,.00,.00,--,<empty>,141.47%,26.76%,100.00%,<empty>,0.00%,-349.02%,<empty>,3.800,117 x 75,117,75,<empty>,0,0, ,0,0,0,,
,,FEYE190906C18.5,0,2,.101,.057,-.046,.003,.00,179.50%,.13505158,<empty>,<empty>,6.61%,13.93%,93.39%,61.19%,2359.25%,.135,0 x 51,0,51,0.00%,.23,.23,N,0,0,0,0,N,.27,Z,6 SEP 19,18.5,3.75,H,6.95,B,FEYE190906P18.5,0,0,-.807,.051,-.083,.004,-.002,228.10%,5.35,199.18%,40.68%,89.26%,23.18%,10.74%,126.91%,<empty>,5.350,63 x 75,63,75,<empty>,0,0, ,0,0,0,,
,,FEYE190906C19,0,0,.071,.046,-.033,.002,.00,171.24%,.08515827,<empty>,<empty>,4.56%,9.56%,95.44%,38.53%,2563.22%,.085,0 x 54,0,54,<empty>,0,0, ,0,0,0,0,N,.17,Z,6 SEP 19,19,4.75,X,6.80,I,FEYE190906P19,0,0,-.829,.041,-.075,.004,-.002,224.23%,5.78,215.00%,43.67%,91.15%,19.03%,8.85%,92.92%,<empty>,5.775,157 x 112,157,112,<empty>,0,0, ,0,0,0,,
,,FEYE190906C19.5,0,0,.093,.048,-.048,.003,.00,200.27%,.13500265,<empty>,<empty>,5.71%,12.10%,94.29%,61.19%,2812.52%,.135,0 x 15,0,15,<empty>,0,0, ,0,0,0,0,Q,.27,E,6 SEP 19,19.5,5.15,X,6.90,X,FEYE190906P19.5,0,0,-1.000,.00,.00,.00,.00,--,<empty>,224.31%,44.71%,100.00%,<empty>,0.00%,-20.40%,<empty>,6.025,125 x 114,125,114,<empty>,0,0, ,0,0,0,,
,,FEYE190906C20,0,5,.087,.044,-.047,.003,.00,208.24%,.13003482,<empty>,<empty>,5.22%,11.07%,94.78%,58.92%,3036.89%,.130,0 x 49,0,49,0.00%,.11,.11,X,0,0,0,0,N,.26,Z,6 SEP 19,20,5.80,P,7.50,B,FEYE190906P20,0,0,-.857,.019,-.060,.003,-.001,217.43%,6.65,247.58%,49.81%,94.15%,12.48%,5.85%,36.26%,<empty>,6.650,26 x 75,26,75,<empty>,0,0, ,0,0,0,,
,,FEYE190906C20.5,0,0,.087,.042,-.050,.003,.00,219.48%,.13507601,<empty>,<empty>,5.02%,10.69%,94.98%,61.19%,3265.79%,.135,0 x 10,0,10,<empty>,0,0, ,0,0,0,0,Q,.27,E,6 SEP 19,20.5,5.00,H,9.15,B,FEYE190906P20.5,0,0,-.867,.002,-.051,.003,-.001,207.69%,7.08,263.40%,52.70%,95.73%,9.04%,4.27%,2.27%,<empty>,7.075,31 x 90,31,90,0.00%,6.25,6.25,C,0,0,0,,
,,FEYE190906C21,0,1,.084,.039,-.051,.003,.00,228.65%,.13536029,<empty>,<empty>,4.74%,10.12%,95.26%,61.19%,3492.42%,.135,0 x 75,0,75,0.00%,.05,.05,X,0,0,0,0,N,.27,B,6 SEP 19,21,7.05,H,8.10,A,FEYE190906P21,0,0,-.860,.002,-.057,.003,-.001,222.16%,7.58,282.02%,56.42%,95.65%,9.26%,4.35%,2.27%,<empty>,7.575,49 x 249,49,249,<empty>,0,0, ,0,0,0,,

13 SEP 19  (12)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE190913C8,0,0,.988,.010,-.004,.001,.003,128.58%,5.45,<empty>,<empty>,97.82%,4.19%,2.18%,4.18%,4.18%,5.450,71 x 74,71,74,<empty>,0,0, ,0,0,0,5.35,I,5.55,I,13 SEP 19,8,0,J,.05,Z,FEYE190913P8,0,0,-.018,.012,-.006,.001,.00,139.70%,.02505965,2.50%,0.31%,3.31%,6.32%,96.69%,5.23%,<empty>,.025,0 x 282,0,282,<empty>,0,0, ,0,0,0,,
,,FEYE190913C8.5,0,0,.987,.011,-.004,.001,.003,114.45%,4.95,<empty>,<empty>,97.80%,4.24%,2.20%,4.18%,4.18%,4.950,29 x 65,29,65,<empty>,0,0, ,0,0,0,4.85,Z,5.05,C,13 SEP 19,8.5,0,N,.05,Z,FEYE190913P8.5,0,0,-.020,.015,-.006,.001,.00,125.45%,.02531833,2.50%,0.29%,3.46%,6.63%,96.54%,5.23%,<empty>,.025,0 x 282,0,282,<empty>,0,0, ,0,0,0,,
,,FEYE190913C9,0,0,1.000,.00,.00,.00,.003,--,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,-1.05%,0.00%,4.425,38 x 34,38,34,<empty>,0,0, ,0,0,0,4.35,H,4.50,C,13 SEP 19,9,0,N,.05,Z,FEYE190913P9,0,0,-.022,.019,-.006,.001,.00,111.82%,.02546797,2.50%,0.28%,3.63%,6.99%,96.37%,5.23%,<empty>,.025,0 x 282,0,282,<empty>,0,0, ,0,0,0,,
,,FEYE190913C10,0,0,.983,.022,-.004,.001,.003,76.94%,3.45,<empty>,<empty>,97.52%,4.83%,2.48%,4.18%,4.18%,3.450,40 x 50,40,50,<empty>,0,0, ,0,0,0,3.35,I,3.55,B,13 SEP 19,10,0,Q,.06,C,FEYE190913P10,0,0,-.032,.032,-.006,.002,.00,88.70%,.03000693,3.00%,0.30%,4.62%,8.95%,95.38%,6.28%,<empty>,.030,0 x 13,0,13,<empty>,0,0, ,0,0,0,,
,,FEYE190913C10.5,0,0,1.000,.00,-.001,.00,.004,--,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,-1.05%,0.00%,2.925,40 x 31,40,31,<empty>,0,0, ,0,0,0,2.85,I,3.00,B,13 SEP 19,10.5,0,B,.07,Z,FEYE190913P10.5,0,0,-.041,.044,-.007,.002,.00,78.63%,.0350768,3.33%,0.33%,5.60%,10.88%,94.40%,7.32%,<empty>,.035,0 x 238,0,238,<empty>,0,0, ,0,0,0,,
,,FEYE190913C11,0,0,.977,.039,-.003,.001,.004,54.59%,2.45,<empty>,<empty>,97.09%,5.73%,2.91%,4.18%,4.18%,2.450,11 x 45,11,45,<empty>,0,0, ,0,0,0,2.35,H,2.55,Z,13 SEP 19,11,0,P,.07,X,FEYE190913P11,0,0,-.048,.059,-.007,.003,.00,66.27%,.03508655,3.18%,0.32%,6.18%,12.08%,93.82%,7.32%,<empty>,.035,0 x 443,0,443,<empty>,0,0, ,0,0,0,,
,,FEYE190913C11.5,0,0,.958,.072,-.005,.002,.004,49.06%,1.96,<empty>,<empty>,94.93%,9.99%,5.07%,6.28%,6.28%,1.960,36 x 60,36,60,<empty>,0,0, ,0,0,0,1.85,I,2.07,B,13 SEP 19,11.5,0,J,.07,X,FEYE190913P11.5,0,1,-.057,.084,-.006,.003,.00,54.14%,.03501456,3.04%,0.31%,7.01%,13.76%,92.99%,7.32%,<empty>,.035,0 x 690,0,690,0.00%,.05,.05,N,0,0,0,,
,,FEYE190913C12,0,4,.940,.119,-.005,.003,.004,39.56%,1.47,<empty>,<empty>,93.06%,13.70%,6.94%,7.32%,7.32%,1.465,33 x 28,33,28,0.00%,1.19,1.19,N,0,0,0,1.36,I,1.57,B,13 SEP 19,12,0,J,.07,X,FEYE190913P12,400,10,-.072,.128,-.006,.003,.00,42.17%,.03507748,2.79%,0.29%,8.31%,16.40%,91.69%,7.32%,<empty>,.035,0 x 722,0,722,-82.61%,.04,.04,C,.04,.04,.04,,
,,FEYE190913C12.5,0,0,.894,.229,-.006,.005,.004,31.48%,.98025996,<empty>,<empty>,88.31%,23.18%,11.69%,10.46%,10.46%,.980,430 x 586,430,586,<empty>,0,0, ,0,0,0,.89,X,1.07,X,13 SEP 19,12.5,.04,Z,.10,X,FEYE190913P12.5,0,0,-.142,.239,-.008,.006,-.001,37.05%,.07023466,3.99%,0.56%,15.82%,31.23%,84.18%,14.64%,<empty>,.070,244 x 565,244,565,<empty>,0,0, ,0,0,0,,
,,FEYE190913C13,0,44,.710,.400,-.012,.009,.003,33.77%,.60003588,<empty>,<empty>,68.80%,61.59%,31.20%,35.56%,35.56%,.600,11 x 430,11,430,0.00%,.85,.85,B,0,0,0,.55,H,.65,X,13 SEP 19,13,.12,Z,.17,X,FEYE190913P13,1,53,-.280,.417,-.010,.009,-.001,31.94%,.14505757,6.43%,1.13%,30.09%,59.50%,69.91%,30.33%,<empty>,.145,217 x 310,217,310,-55.88%,.15,.15,H,.15,.15,.15,,
,,FEYE190913C13.5,4,56,.480,.515,-.012,.010,.002,30.53%,.28002923,<empty>,<empty>,45.75%,92.67%,54.25%,58.58%,73.22%,.280,90 x 85,90,85,+16.67%,.35,.35,X,.35,.35,.35,.26,H,.30,I,13 SEP 19,13.5,.31,X,.38,B,FEYE190913P13.5,0,14,-.520,.509,-.011,.010,-.002,30.97%,.34503904,12.84%,2.62%,54.22%,92.77%,45.78%,57.53%,<empty>,.345,338 x 64,338,64,0.00%,.88,.88,Z,0,0,0,,
,,FEYE190913C14,445,237,.261,.397,-.010,.008,.001,32.27%,.12512998,<empty>,<empty>,24.15%,48.84%,75.85%,26.15%,145.39%,.125,43 x 669,43,669,0.00%,.14,.14,B,.15,.16,.12,.10,X,.15,X,13 SEP 19,14,.64,H,.73,X,FEYE190913P14,415,1,-.741,.400,-.010,.008,-.003,32.17%,.68515693,25.50%,5.14%,75.91%,48.72%,24.09%,24.06%,<empty>,.685,55 x 494,55,494,+1.54%,.66,.66,C,.69,.69,.66,,
,,FEYE190913C14.5,0,35,.165,.246,-.010,.006,.001,39.77%,.08514076,<empty>,<empty>,14.69%,29.82%,85.31%,17.78%,241.63%,.085,5 x 507,5,507,0.00%,.11,.11,Z,0,0,0,.05,Q,.12,X,13 SEP 19,14.5,1.03,X,1.18,X,FEYE190913P14.5,0,10,-.887,.223,-.006,.005,-.003,32.44%,1.11,41.14%,8.25%,89.82%,20.54%,10.18%,7.32%,<empty>,1.105,515 x 443,515,443,0.00%,.98,.98,I,0,0,0,,
,,FEYE190913C15,0,91,.093,.153,-.007,.004,.00,42.64%,.0451231,<empty>,<empty>,7.99%,16.22%,92.01%,9.41%,337.86%,.045,0 x 787,0,787,0.00%,.11,.11,C,0,0,0,0,J,.09,X,13 SEP 19,15,1.48,I,1.69,B,FEYE190913P15,0,1,-.929,.099,-.004,.003,-.002,37.38%,1.59,59.01%,11.82%,94.44%,11.24%,5.56%,3.14%,<empty>,1.585,137 x 60,137,60,0.00%,2.02,2.02,C,0,0,0,,
,,FEYE190913C15.5,0,273,.073,.109,-.007,.004,.00,50.36%,.04001992,<empty>,<empty>,6.07%,12.36%,93.93%,8.37%,441.41%,.040,0 x 874,0,874,0.00%,.16,.16,C,0,0,0,0,J,.08,X,13 SEP 19,15.5,1.98,C,2.17,I,FEYE190913P15.5,0,1,-.937,.036,-.004,.003,-.002,43.64%,2.08,77.25%,15.46%,96.19%,7.71%,3.81%,1.05%,<empty>,2.075,30 x 45,30,45,0.00%,2.76,2.76,X,0,0,0,,
,,FEYE190913C16,0,0,.059,.081,-.007,.003,.00,57.09%,.03501411,<empty>,<empty>,4.72%,9.62%,95.28%,7.32%,544.97%,.035,0 x 776,0,776,<empty>,0,0, ,0,0,0,0,D,.07,X,13 SEP 19,16,2.48,C,2.67,Z,FEYE190913P16,0,1,-.931,.025,-.006,.003,-.002,53.42%,2.58,95.87%,19.18%,96.25%,7.63%,3.75%,1.05%,<empty>,2.575,27 x 45,27,45,0.00%,3.26,3.26,X,0,0,0,,
,,FEYE190913C16.5,0,0,.053,.066,-.007,.003,.00,64.80%,.03503296,<empty>,<empty>,4.10%,8.39%,95.90%,7.32%,649.57%,.035,0 x 636,0,636,<empty>,0,0, ,0,0,0,0,Q,.07,X,13 SEP 19,16.5,2.97,C,3.20,B,FEYE190913P16.5,0,0,-.919,.030,-.008,.003,-.002,66.34%,3.09,114.85%,23.00%,95.56%,9.09%,4.44%,3.14%,<empty>,3.085,13 x 90,13,90,<empty>,0,0, ,0,0,0,,
,,FEYE190913C17,0,0,.049,.055,-.007,.003,.00,72.15%,.03518647,<empty>,<empty>,3.64%,7.46%,96.36%,7.32%,754.17%,.035,0 x 428,0,428,<empty>,0,0, ,0,0,0,0,Q,.07,X,13 SEP 19,17,3.45,C,3.70,C,FEYE190913P17,0,0,-.917,.013,-.009,.003,-.002,72.91%,3.58,133.10%,26.63%,96.22%,7.75%,3.78%,1.05%,<empty>,3.575,129 x 283,129,283,<empty>,0,0, ,0,0,0,,
,,FEYE190913C17.5,0,0,.041,.045,-.007,.002,.00,77.05%,.03046286,<empty>,<empty>,2.95%,6.05%,97.05%,6.28%,857.72%,.030,0 x 183,0,183,<empty>,0,0, ,0,0,0,0,B,.06,C,13 SEP 19,17.5,3.95,C,4.20,C,FEYE190913P17.5,0,0,-.911,.010,-.011,.003,-.002,82.72%,4.08,151.71%,30.35%,96.16%,7.92%,3.84%,1.05%,<empty>,4.075,126 x 285,126,285,<empty>,0,0, ,0,0,0,,
,,FEYE190913C18,0,0,.038,.039,-.007,.002,.00,83.34%,.03001322,<empty>,<empty>,2.64%,5.43%,97.36%,6.28%,962.32%,.030,0 x 79,0,79,<empty>,0,0, ,0,0,0,0,Q,.06,C,13 SEP 19,18,4.45,C,4.70,C,FEYE190913P18,0,0,-.904,.008,-.013,.004,-.002,92.61%,4.58,170.33%,34.08%,96.08%,8.13%,3.92%,1.05%,<empty>,4.575,126 x 235,126,235,<empty>,0,0, ,0,0,0,,
,,FEYE190913C18.5,0,0,.035,.034,-.007,.002,.00,89.56%,.03000588,<empty>,<empty>,2.41%,4.97%,97.59%,6.28%,1066.92%,.030,0 x 105,0,105,<empty>,0,0, ,0,0,0,0,Q,.06,C,13 SEP 19,18.5,4.95,I,5.20,I,FEYE190913P18.5,0,0,-.897,.006,-.015,.004,-.002,102.38%,5.08,188.94%,37.80%,96.00%,8.31%,4.00%,1.05%,<empty>,5.075,24 x 23,24,23,<empty>,0,0, ,0,0,0,,
,,FEYE190913C19,0,0,.029,.028,-.006,.002,.00,92.73%,.0250081,<empty>,<empty>,1.94%,4.00%,98.06%,5.23%,1170.47%,.025,0 x 140,0,140,<empty>,0,0, ,0,0,0,0,Q,.05,C,13 SEP 19,19,5.45,C,5.70,I,FEYE190913P19,0,0,-.890,.005,-.017,.004,-.002,112.14%,5.58,207.56%,41.53%,95.93%,8.51%,4.07%,1.05%,<empty>,5.575,104 x 26,104,26,<empty>,0,0, ,0,0,0,,
,,FEYE190913C19.5,0,0,.028,.026,-.006,.002,.00,98.52%,.02527567,<empty>,<empty>,1.81%,3.74%,98.19%,5.23%,1275.07%,.025,0 x 113,0,113,<empty>,0,0, ,0,0,0,0,Q,.05,C,13 SEP 19,19.5,5.95,C,6.20,C,FEYE190913P19.5,0,0,-.883,.004,-.019,.004,-.002,121.95%,6.08,226.17%,45.25%,95.84%,8.72%,4.16%,1.05%,<empty>,6.075,72 x 69,72,69,<empty>,0,0, ,0,0,0,,
,,FEYE190913C20,0,0,.027,.023,-.006,.002,.00,103.81%,.02505634,<empty>,<empty>,1.67%,3.46%,98.33%,5.23%,1379.67%,.025,0 x 137,0,137,<empty>,0,0, ,0,0,0,0,J,.05,X,13 SEP 19,20,6.45,C,6.70,I,FEYE190913P20,0,0,-.876,.004,-.021,.004,-.002,131.80%,6.58,244.79%,48.98%,95.76%,8.95%,4.24%,1.05%,<empty>,6.575,138 x 65,138,65,<empty>,0,0, ,0,0,0,,

20 SEP 19  (19)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE190920C8,0,1,.990,.008,-.003,.001,.004,100.33%,5.45,<empty>,<empty>,98.19%,3.49%,1.81%,2.72%,2.72%,5.450,79 x 205,79,205,0.00%,8.40,8.40,M,0,0,0,5.35,I,5.55,X,20 SEP 19,8,0,N,.05,C,FEYE190920P8,0,154,-.018,.012,-.004,.001,.00,112.70%,.0250584,2.50%,0.31%,3.31%,6.32%,96.69%,3.40%,<empty>,.025,0 x 248,0,248,0.00%,.02,.02,X,0,0,0,,
,,FEYE190920C8.5,0,0,1.000,.00,.00,.00,.005,--,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,-0.68%,0.00%,4.925,42 x 33,42,33,<empty>,0,0, ,0,0,0,4.85,I,5.00,H,20 SEP 19,8.5,0,N,.05,C,FEYE190920P8.5,0,0,-.020,.015,-.004,.002,.00,101.22%,.02532452,2.50%,0.29%,3.46%,6.63%,96.54%,3.40%,<empty>,.025,0 x 184,0,184,<empty>,0,0, ,0,0,0,,
,,FEYE190920C9,0,0,.989,.012,-.002,.001,.005,78.58%,4.45,<empty>,<empty>,98.17%,3.55%,1.83%,2.72%,2.72%,4.450,42 x 60,42,60,<empty>,0,0, ,0,0,0,4.35,I,4.55,B,20 SEP 19,9,0,J,.05,Z,FEYE190920P9,0,0,-.022,.019,-.004,.002,.00,90.23%,.02548242,2.50%,0.28%,3.63%,6.99%,96.37%,3.40%,<empty>,.025,0 x 88,0,88,<empty>,0,0, ,0,0,0,,
,,FEYE190920C10,0,28,.987,.019,-.002,.001,.005,58.98%,3.45,<empty>,<empty>,98.10%,3.71%,1.90%,2.72%,2.72%,3.450,12 x 24,12,24,0.00%,3.55,3.55,N,0,0,0,3.40,N,3.50,P,20 SEP 19,10,0,B,.06,Z,FEYE190920P10,0,55,-.032,.032,-.004,.002,.00,71.59%,.03000719,3.00%,0.30%,4.62%,8.96%,95.38%,4.08%,<empty>,.030,0 x 105,0,105,0.00%,.10,.10,I,0,0,0,,
,,FEYE190920C11,0,91,.958,.055,-.004,.003,.006,51.26%,2.47,<empty>,<empty>,94.66%,10.45%,5.34%,5.44%,5.44%,2.470,36 x 385,36,385,0.00%,2.62,2.62,E,0,0,0,2.35,I,2.59,X,20 SEP 19,11,0,J,.08,X,FEYE190920P11,0,"1,514",-.052,.062,-.005,.003,.00,55.04%,.04003719,3.64%,0.36%,6.76%,13.20%,93.24%,5.44%,<empty>,.040,0 x 493,0,493,0.00%,.05,.05,C,0,0,0,,
,,FEYE190920C11.5,0,0,.940,.085,-.005,.004,.006,44.39%,1.98,<empty>,<empty>,92.68%,14.38%,7.32%,6.80%,6.80%,1.980,13 x 60,13,60,<empty>,0,0, ,0,0,0,1.87,Z,2.09,B,20 SEP 19,11.5,0,N,.09,X,FEYE190920P11.5,0,0,-.067,.090,-.005,.004,-.001,46.33%,.04500873,3.91%,0.39%,8.27%,16.22%,91.73%,6.12%,<empty>,.045,0 x 436,0,436,<empty>,0,0, ,0,0,0,,
,,FEYE190920C12,10,114,.899,.142,-.006,.006,.006,39.53%,1.51,<empty>,<empty>,88.16%,23.30%,11.84%,10.20%,10.20%,1.505,36 x 126,36,126,0.00%,1.45,1.45,C,1.45,1.45,1.45,1.39,I,1.62,I,20 SEP 19,12,.04,N,.08,X,FEYE190920P12,1,"1,775",-.100,.142,-.005,.006,-.001,39.25%,.06041935,4.78%,0.50%,11.66%,22.95%,88.34%,8.16%,<empty>,.060,10 x 614,10,614,-28.57%,.05,.05,C,.05,.05,.05,,
,,FEYE190920C12.5,0,5,.847,.238,-.006,.007,.006,31.52%,1.03,<empty>,<empty>,82.92%,33.77%,17.08%,12.92%,12.92%,1.025,253 x 646,253,646,0.00%,1.25,1.25,H,0,0,0,.94,X,1.11,X,20 SEP 19,12.5,.08,H,.16,X,FEYE190920P12.5,0,20,-.185,.233,-.007,.008,-.001,36.39%,.120016,6.83%,0.97%,20.81%,40.94%,79.19%,16.32%,<empty>,.120,"109 x 1,098",109,"1,098",0.00%,.24,.24,A,0,0,0,,
,,FEYE190920C13,52,"1,530",.683,.345,-.010,.011,.005,32.83%,.66501094,<empty>,<empty>,65.52%,67.88%,34.48%,31.96%,31.96%,.665,19 x 397,19,397,+4.84%,.65,.65,Z,.74,.74,.63,.63,H,.70,X,20 SEP 19,13,.19,Z,.25,C,FEYE190920P13,25,"1,143",-.317,.346,-.009,.011,-.002,32.76%,.22001314,9.75%,1.72%,34.44%,67.80%,65.56%,29.92%,<empty>,.220,100 x 525,100,525,-16.67%,.20,.20,N,.22,.22,.20,,
,,FEYE190920C13.5,31,934,.492,.412,-.010,.013,.003,30.81%,.3600074,<empty>,<empty>,46.30%,94.11%,53.70%,48.95%,58.47%,.360,41 x 61,41,61,+23.53%,.42,.42,E,.37,.42,.37,.34,H,.38,M,20 SEP 19,13.5,.40,H,.47,X,FEYE190920P13.5,13,833,-.507,.394,-.010,.013,-.004,32.36%,.43499819,16.20%,3.33%,53.67%,94.37%,46.33%,49.63%,<empty>,.435,21 x 713,21,713,-4.88%,.39,.39,Q,.39,.39,.39,,
,,FEYE190920C14,"1,676","2,976",.307,.350,-.009,.011,.002,31.97%,.19003802,<empty>,<empty>,28.15%,57.11%,71.85%,25.84%,103.34%,.190,182 x 822,182,822,-5.26%,.18,.18,X,.21,.24,.17,.16,X,.22,X,20 SEP 19,14,.70,X,.86,X,FEYE190920P14,5,"1,510",-.676,.329,-.009,.011,-.005,35.04%,.78002693,29.04%,5.90%,70.35%,60.36%,29.65%,28.56%,<empty>,.780,73 x 881,73,881,-5.26%,.72,.72,P,.70,.78,.70,,
