Stock quote and option quote for FEYE on 9/1/19 18:02:21

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
13.43,Q,+.04,13.36,P,13.60,P,5 x 5,"1,870,788",13.45,13.575,13.33

UNDERLYING EXTRA INFO
Yield,PE,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,FastBeta
<empty>,-11.1,<empty>,--,,20.61,12.66,"214,753,300",1.24

Theo parameters
Theo date,Theo stock price,Theo volatility
9/1/19, 0.00$, 0.00%

6 SEP 19  (5)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE191004C17,0,0,.053,.058,-.003,.004,.001,45.59%,.04009974,<empty>,<empty>,4.00%,8.18%,96.00%,3.20%,288.76%,.040,0 x 391,0,391,<empty>,0,0, ,0,0,0,0,N,.08,X,4 OCT 19,17,3.50,Z,3.65,Z,FEYE191004P17,0,0,-.924,.023,-.003,.005,-.004,46.08%,3.58,133.10%,26.63%,95.85%,8.50%,4.15%,0.40%,<empty>,3.575,13 x 43,13,43,<empty>,0,0, ,0,0,0,,
,,FEYE191004C17.5,0,0,.050,.050,-.003,.004,.001,50.04%,.04049033,<empty>,<empty>,3.61%,7.41%,96.39%,3.20%,328.75%,.040,0 x 454,0,454,<empty>,0,0, ,0,0,0,0,P,.08,X,4 OCT 19,17.5,4.00,Z,4.15,Z,FEYE191004P17.5,0,0,-.916,.018,-.004,.005,-.004,52.13%,4.08,151.71%,30.35%,95.84%,8.57%,4.16%,0.40%,<empty>,4.075,13 x 43,13,43,<empty>,0,0, ,0,0,0,,
,,FEYE191004C18,0,0,.046,.044,-.003,.004,.001,54.09%,.04000715,<empty>,<empty>,3.25%,6.68%,96.75%,3.20%,368.75%,.040,0 x 134,0,134,<empty>,0,0, ,0,0,0,0,P,.08,C,4 OCT 19,18,4.50,N,4.65,Z,FEYE191004P18,0,0,-.909,.015,-.005,.006,-.004,58.20%,4.58,170.33%,34.08%,95.80%,8.69%,4.20%,0.40%,<empty>,4.575,13 x 43,13,43,<empty>,0,0, ,0,0,0,,
,,FEYE191004C18.5,0,0,.044,.039,-.003,.004,.001,58.19%,.04045444,<empty>,<empty>,2.99%,6.17%,97.01%,3.20%,408.74%,.040,0 x 168,0,168,<empty>,0,0, ,0,0,0,0,J,.08,C,4 OCT 19,18.5,4.95,X,5.20,X,FEYE191004P18.5,0,0,-.902,.012,-.005,.006,-.005,64.27%,5.08,188.94%,37.80%,95.74%,8.84%,4.26%,0.40%,<empty>,5.075,97 x 106,97,106,<empty>,0,0, ,0,0,0,,

11 OCT 19  (40)  100 (Weeklys)
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE191011C8,0,0,.981,.013,-.002,.002,.009,79.87%,5.48,<empty>,<empty>,96.49%,6.70%,3.51%,2.98%,2.98%,5.475,33 x 33,33,33,<empty>,0,0, ,0,0,0,5.35,X,5.60,X,11 OCT 19,8,0,P,.06,Z,FEYE191011P8,0,0,-.020,.013,-.002,.002,.00,81.25%,.03003552,3.00%,0.38%,3.79%,7.23%,96.21%,1.99%,<empty>,.030,0 x 111,0,111,<empty>,0,0, ,0,0,0,,
,,FEYE191011C8.5,0,0,.980,.015,-.002,.002,.009,71.30%,4.98,<empty>,<empty>,96.44%,6.82%,3.56%,2.98%,2.98%,4.975,14 x 35,14,35,<empty>,0,0, ,0,0,0,4.90,Z,5.05,Z,11 OCT 19,8.5,0,N,.07,Z,FEYE191011P8.5,0,0,-.025,.017,-.002,.003,.00,74.89%,.03504778,3.50%,0.41%,4.40%,8.41%,95.60%,2.32%,<empty>,.035,0 x 113,0,113,<empty>,0,0, ,0,0,0,,
,,FEYE191011C9,0,0,.978,.019,-.002,.002,.010,62.91%,4.48,<empty>,<empty>,96.44%,6.87%,3.56%,2.98%,2.98%,4.475,11 x 33,11,33,<empty>,0,0, ,0,0,0,4.40,N,4.55,Z,11 OCT 19,9,0,J,.08,Z,FEYE191011P9,0,0,-.031,.023,-.003,.003,-.001,68.45%,.04003299,4.00%,0.45%,5.05%,9.68%,94.95%,2.65%,<empty>,.040,0 x 106,0,106,<empty>,0,0, ,0,0,0,,
,,FEYE191011C9.5,0,0,.976,.023,-.002,.003,.010,55.10%,3.98,<empty>,<empty>,96.37%,7.04%,3.63%,2.98%,2.98%,3.975,37 x 28,37,28,<empty>,0,0, ,0,0,0,3.90,H,4.05,Z,11 OCT 19,9.5,0,Q,.09,X,FEYE191011P9.5,0,0,-.037,.029,-.003,.004,-.001,62.01%,.04513833,4.50%,0.48%,5.78%,11.14%,94.22%,2.98%,<empty>,.045,0 x 181,0,181,<empty>,0,0, ,0,0,0,,
,,FEYE191011C10,0,0,.974,.028,-.002,.003,.011,47.67%,3.48,<empty>,<empty>,96.25%,7.31%,3.75%,2.98%,2.98%,3.475,39 x 28,39,28,<empty>,0,0, ,0,0,0,3.40,I,3.55,Z,11 OCT 19,10,0,P,.09,X,FEYE191011P10,0,0,-.043,.037,-.003,.004,-.001,54.37%,.04536449,4.50%,0.45%,6.18%,11.95%,93.82%,2.98%,<empty>,.045,0 x 249,0,249,<empty>,0,0, ,0,0,0,,
,,FEYE191011C10.5,0,0,.988,.021,-.001,.001,.012,33.65%,2.96,<empty>,<empty>,98.41%,3.14%,1.59%,1.99%,1.99%,2.960,39 x 28,39,28,<empty>,0,0, ,0,0,0,2.87,I,3.05,P,11 OCT 19,10.5,0,D,.10,X,FEYE191011P10.5,0,0,-.052,.049,-.003,.005,-.001,47.93%,.05003165,4.76%,0.48%,7.13%,13.86%,92.87%,3.32%,<empty>,.050,0 x 212,0,212,<empty>,0,0, ,0,0,0,,
,,FEYE191011C11,0,0,.928,.070,-.004,.006,.011,43.31%,2.52,<empty>,<empty>,90.63%,18.25%,9.37%,5.97%,5.97%,2.520,51 x 49,51,49,<empty>,0,0, ,0,0,0,2.39,Z,2.65,Z,11 OCT 19,11,.02,Z,.07,X,FEYE191011P11,0,0,-.056,.064,-.002,.005,-.001,39.62%,.04501865,4.09%,0.41%,7.30%,14.29%,92.70%,2.98%,<empty>,.045,112 x 68,112,68,<empty>,0,0, ,0,0,0,,
,,FEYE191011C11.5,0,0,.892,.103,-.005,.008,.011,40.18%,2.06,<empty>,<empty>,86.47%,26.39%,13.53%,8.29%,8.29%,2.055,59 x 60,59,60,<empty>,0,0, ,0,0,0,1.91,Z,2.20,I,11 OCT 19,11.5,.06,Z,.12,X,FEYE191011P11.5,0,0,-.102,.102,-.004,.008,-.002,38.99%,.08999981,7.83%,0.79%,12.73%,24.87%,87.27%,5.97%,<empty>,.090,131 x 106,131,106,<empty>,0,0, ,0,0,0,,
,,FEYE191011C12,0,0,.845,.148,-.005,.011,.011,35.89%,1.60,<empty>,<empty>,81.46%,36.27%,18.54%,10.94%,10.94%,1.595,217 x 149,217,149,<empty>,0,0, ,0,0,0,1.48,X,1.71,X,11 OCT 19,12,.12,Z,.17,X,FEYE191011P12,0,0,-.159,.147,-.005,.011,-.003,36.52%,.14502687,11.54%,1.22%,19.02%,37.17%,80.98%,9.62%,<empty>,.145,126 x 110,126,110,<empty>,0,0, ,0,0,0,,
,,FEYE191011C12.5,0,0,.743,.192,-.007,.014,.010,37.37%,1.24,<empty>,<empty>,70.14%,58.10%,29.86%,20.23%,20.23%,1.235,57 x 206,57,206,<empty>,0,0, ,0,0,0,1.16,H,1.31,X,11 OCT 19,12.5,.22,H,.25,H,FEYE191011P12.5,0,0,-.242,.202,-.006,.014,-.004,34.43%,.23505702,13.38%,1.92%,27.96%,54.65%,72.04%,15.59%,<empty>,.235,77 x 64,77,64,<empty>,0,0, ,0,0,0,,
,,FEYE191011C13,0,0,.647,.257,-.007,.017,.009,32.10%,.82500098,<empty>,<empty>,60.63%,76.97%,39.37%,26.20%,26.20%,.825,30 x 116,30,116,<empty>,0,0, ,0,0,0,.71,B,.94,X,11 OCT 19,13,.35,X,.40,X,FEYE191011P13,0,0,-.355,.254,-.006,.017,-.006,32.63%,.37500122,16.62%,2.97%,39.61%,77.37%,60.39%,24.87%,<empty>,.375,124 x 103,124,103,<empty>,0,0, ,0,0,0,,
,,FEYE191011C13.5,0,0,.511,.272,-.007,.018,.007,32.53%,.56489375,<empty>,<empty>,46.75%,96.04%,53.25%,37.48%,42.12%,.565,74 x 141,74,141,<empty>,0,0, ,0,0,0,.53,H,.60,X,11 OCT 19,13.5,.56,X,.62,N,FEYE191011P13.5,0,0,-.491,.283,-.007,.018,-.008,31.67%,.58987904,21.97%,4.57%,53.22%,95.94%,46.78%,34.49%,<empty>,.590,111 x 11,111,11,<empty>,0,0, ,0,0,0,,
,,FEYE191011C14,0,0,.377,.264,-.007,.017,.005,31.98%,.35500238,<empty>,<empty>,33.71%,68.92%,66.29%,23.55%,61.36%,.355,89 x 133,89,133,<empty>,0,0, ,0,0,0,.33,H,.38,X,11 OCT 19,14,.86,H,.99,X,FEYE191011P14,0,0,-.617,.255,-.007,.017,-.009,33.72%,.92500262,34.44%,7.07%,65.71%,70.32%,34.29%,23.55%,<empty>,.925,11 x 199,11,199,<empty>,0,0, ,0,0,0,,
,,FEYE191011C14.5,0,0,.263,.225,-.006,.015,.004,32.31%,.22001401,<empty>,<empty>,22.92%,46.75%,77.08%,14.59%,85.57%,.220,95 x 182,95,182,<empty>,0,0, ,0,0,0,.19,Z,.25,X,11 OCT 19,14.5,1.19,X,1.29,N,FEYE191011P14.5,0,0,-.753,.234,-.005,.014,-.010,30.85%,1.24,46.17%,9.35%,77.98%,44.81%,22.02%,11.28%,<empty>,1.240,82 x 9,82,9,<empty>,0,0, ,0,0,0,,
,,FEYE191011C15,0,0,.181,.175,-.005,.012,.003,33.39%,.14014506,<empty>,<empty>,15.29%,31.16%,84.71%,9.29%,113.43%,.140,99 x 121,99,121,<empty>,0,0, ,0,0,0,.10,Z,.18,X,11 OCT 19,15,1.58,X,1.80,X,FEYE191011P15,0,6,-.818,.175,-.004,.012,-.010,34.08%,1.69,62.92%,12.70%,84.27%,32.10%,15.73%,7.96%,<empty>,1.690,106 x 180,106,180,0.00%,1.77,1.77,I,0,0,0,,
,,FEYE191011C15.5,0,0,.114,.129,-.004,.009,.002,33.44%,.08000269,<empty>,<empty>,9.42%,19.16%,90.58%,5.31%,142.61%,.080,94 x 75,94,75,<empty>,0,0, ,0,0,0,.06,Z,.10,X,11 OCT 19,15.5,2.02,X,2.25,X,FEYE191011P15.5,0,0,-.878,.125,-.003,.009,-.009,34.87%,2.14,79.49%,15.97%,89.73%,20.94%,10.27%,4.31%,<empty>,2.135,150 x 211,150,211,<empty>,0,0, ,0,0,0,,
,,FEYE191011C16,0,0,.098,.101,-.004,.008,.001,38.02%,.07500733,<empty>,<empty>,7.77%,15.87%,92.23%,4.97%,175.45%,.075,114 x 266,114,266,<empty>,0,0, ,0,0,0,.02,Z,.13,X,11 OCT 19,16,2.48,I,2.71,Z,FEYE191011P16,0,0,-.919,.074,-.002,.006,-.007,35.05%,2.60,96.61%,19.36%,93.71%,12.81%,6.29%,1.66%,<empty>,2.595,48 x 42,48,42,<empty>,0,0, ,0,0,0,,
,,FEYE191011C16.5,0,0,.077,.079,-.003,.006,.001,40.67%,.06002698,<empty>,<empty>,5.91%,12.09%,94.09%,3.98%,207.62%,.060,0 x 218,0,218,<empty>,0,0, ,0,0,0,0,N,.12,X,11 OCT 19,16.5,3.00,Z,3.15,N,FEYE191011P16.5,0,0,-.933,.034,-.002,.005,-.004,36.69%,3.07,114.48%,22.91%,95.71%,8.74%,4.29%,0.33%,<empty>,3.075,33 x 13,33,13,<empty>,0,0, ,0,0,0,,
,,FEYE191011C17,0,0,.058,.061,-.003,.005,.001,42.44%,.04504852,<empty>,<empty>,4.33%,8.87%,95.67%,2.98%,239.79%,.045,0 x 148,0,148,<empty>,0,0, ,0,0,0,0,D,.09,X,11 OCT 19,17,3.45,I,3.70,I,FEYE191011P17,0,0,-.925,.026,-.003,.005,-.005,42.26%,3.58,133.10%,26.63%,95.73%,8.74%,4.27%,0.33%,<empty>,3.575,33 x 33,33,33,<empty>,0,0, ,0,0,0,,
,,FEYE191011C17.5,0,0,.054,.053,-.003,.005,.001,46.56%,.04548576,<empty>,<empty>,3.92%,8.04%,96.08%,2.98%,272.95%,.045,0 x 160,0,160,<empty>,0,0, ,0,0,0,0,N,.09,X,11 OCT 19,17.5,4.00,N,4.15,H,FEYE191011P17.5,0,0,-.918,.021,-.003,.006,-.005,47.76%,4.08,151.71%,30.35%,95.73%,8.78%,4.27%,0.33%,<empty>,4.075,13 x 22,13,22,<empty>,0,0, ,0,0,0,,
,,FEYE191011C18,0,0,.046,.044,-.003,.004,.001,49.21%,.04000728,<empty>,<empty>,3.25%,6.68%,96.75%,2.65%,305.79%,.040,0 x 272,0,272,<empty>,0,0, ,0,0,0,0,N,.08,X,11 OCT 19,18,4.50,N,4.65,Z,FEYE191011P18,0,0,-.910,.017,-.004,.006,-.005,53.28%,4.58,170.33%,34.08%,95.71%,8.87%,4.29%,0.33%,<empty>,4.575,18 x 43,18,43,<empty>,0,0, ,0,0,0,,

18 OCT 19  (47)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE191018C5,0,0,1.000,.00,.00,.00,.007,--,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,-0.28%,0.00%,8.425,79 x 60,79,60,<empty>,0,0, ,0,0,0,8.30,H,8.55,B,18 OCT 19,5,0,N,.05,Z,FEYE191018P5,0,0,-.010,.004,-.002,.001,.00,130.79%,.02527102,2.50%,0.50%,3.20%,5.90%,96.80%,1.42%,<empty>,.025,0 x 348,0,348,<empty>,0,0, ,0,0,0,,
,,FEYE191018C6,0,0,.986,.006,-.002,.002,.008,111.05%,7.48,<empty>,<empty>,96.46%,6.60%,3.54%,2.55%,2.55%,7.475,60 x 60,60,60,<empty>,0,0, ,0,0,0,7.35,B,7.60,B,18 OCT 19,6,0,J,.05,Z,FEYE191018P6,0,0,-.012,.006,-.002,.002,.00,108.38%,.02521353,2.50%,0.42%,3.14%,5.86%,96.86%,1.42%,<empty>,.025,0 x 361,0,361,<empty>,0,0, ,0,0,0,,
,,FEYE191018C7,0,0,.985,.009,-.002,.002,.009,90.26%,6.48,<empty>,<empty>,96.68%,6.28%,3.32%,2.55%,2.55%,6.475,60 x 60,60,60,<empty>,0,0, ,0,0,0,6.35,B,6.60,B,18 OCT 19,7,0,N,.05,Z,FEYE191018P7,0,0,-.015,.008,-.002,.002,.00,89.37%,.02504065,2.50%,0.36%,3.16%,5.99%,96.84%,1.42%,<empty>,.025,0 x 331,0,331,<empty>,0,0, ,0,0,0,,
,,FEYE191018C8,0,0,.983,.012,-.002,.002,.010,72.44%,5.48,<empty>,<empty>,96.79%,6.13%,3.21%,2.55%,2.55%,5.475,115 x 87,115,87,<empty>,0,0, ,0,0,0,5.35,C,5.60,C,18 OCT 19,8,0,N,.06,Z,FEYE191018P8,0,2,-.020,.013,-.002,.002,.00,75.13%,.03002056,3.00%,0.38%,3.79%,7.23%,96.21%,1.70%,<empty>,.030,0 x 332,0,332,0.00%,.02,.02,Q,0,0,0,,
,,FEYE191018C9,0,0,.966,.024,-.003,.004,.011,65.12%,4.50,<empty>,<empty>,94.39%,10.74%,5.61%,3.97%,3.97%,4.500,71 x 69,71,69,<empty>,0,0, ,0,0,0,4.40,B,4.60,B,18 OCT 19,9,0,J,.08,X,FEYE191018P9,0,0,-.031,.023,-.002,.003,-.001,63.32%,.04003455,4.00%,0.45%,5.05%,9.69%,94.95%,2.27%,<empty>,.040,0 x 647,0,647,<empty>,0,0, ,0,0,0,,
,,FEYE191018C10,0,33,.977,.026,-.002,.003,.013,42.74%,3.48,<empty>,<empty>,96.73%,6.39%,3.27%,2.55%,2.55%,3.475,60 x 25,60,25,0.00%,3.55,3.55,C,0,0,0,3.40,B,3.55,P,18 OCT 19,10,0,N,.10,X,FEYE191018P10,0,0,-.045,.038,-.002,.005,-.001,51.33%,.05000798,5.00%,0.50%,6.60%,12.78%,93.40%,2.83%,<empty>,.050,"0 x 1,048",0,"1,048",<empty>,0,0, ,0,0,0,,
,,FEYE191018C11,0,2,.922,.072,-.004,.007,.013,41.61%,2.54,<empty>,<empty>,89.71%,20.04%,10.29%,5.95%,5.95%,2.535,60 x 60,60,60,0.00%,2.70,2.70,Q,0,0,0,2.42,B,2.65,B,18 OCT 19,11,.05,Z,.08,X,FEYE191018P11,0,6,-.071,.070,-.003,.007,-.001,40.00%,.06522405,5.91%,0.59%,9.31%,18.17%,90.69%,3.68%,<empty>,.065,291 x 562,291,562,0.00%,.09,.09,A,0,0,0,,
,,FEYE191018C12,0,41,.823,.144,-.005,.013,.012,36.98%,1.65,<empty>,<empty>,78.59%,41.71%,21.41%,12.18%,12.18%,1.645,"1,049 x 892","1,049",892,0.00%,1.61,1.61,C,0,0,0,1.51,X,1.78,X,18 OCT 19,12,.15,Z,.19,X,FEYE191018P12,1,40,-.171,.146,-.004,.012,-.003,35.90%,.17003169,13.54%,1.44%,20.60%,40.21%,79.40%,9.63%,<empty>,.170,290 x 613,290,613,-40.00%,.18,.18,C,.18,.18,.18,,
,,FEYE191018C13,20,157,.635,.226,-.007,.018,.010,34.17%,.91000029,<empty>,<empty>,58.78%,80.12%,41.22%,27.20%,27.20%,.910,157 x 979,157,979,+1.15%,.88,.88,B,.96,.96,.88,.86,X,.96,X,18 OCT 19,13,.40,Z,.44,X,FEYE191018P13,3,88,-.362,.236,-.006,.018,-.007,32.74%,.42001347,18.62%,3.34%,40.63%,79.19%,59.37%,23.80%,<empty>,.420,290 x 690,290,690,-11.63%,.38,.38,N,.38,.38,.38,,
,,FEYE191018C14,1,338,.389,.249,-.006,.019,.006,31.61%,.39500126,<empty>,<empty>,34.57%,70.79%,65.43%,22.38%,54.68%,.395,285 x 75,285,75,+2.50%,.41,.41,X,.41,.41,.41,.38,Z,.41,I,18 OCT 19,14,.90,H,.95,X,FEYE191018P14,0,106,-.616,.255,-.006,.019,-.011,31.33%,.92500255,34.44%,7.07%,65.53%,70.55%,34.47%,20.11%,<empty>,.925,99 x 215,99,215,0.00%,1.12,1.12,A,0,0,0,,
,,FEYE191018C15,2,"1,016",.194,.175,-.005,.013,.003,32.30%,.16000303,<empty>,<empty>,16.35%,33.34%,83.65%,9.07%,98.02%,.160,304 x 777,304,777,0.00%,.16,.16,E,.16,.16,.16,.13,Z,.19,X,18 OCT 19,15,1.59,X,1.76,X,FEYE191018P15,3,184,-.827,.178,-.003,.012,-.011,30.57%,1.68,62.36%,12.57%,84.83%,30.85%,15.17%,5.95%,<empty>,1.675,750 x 722,750,722,-5.68%,1.66,1.66,I,1.61,1.66,1.61,,
,,FEYE191018C16,35,"1,099",.080,.094,-.003,.007,.001,32.53%,.05500982,<empty>,<empty>,6.41%,13.02%,93.59%,3.12%,148.73%,.055,346 x 26,346,26,0.00%,.07,.07,M,.08,.08,.07,.04,Z,.07,P,18 OCT 19,16,2.51,B,2.72,B,FEYE191018P16,0,100,-.901,.090,-.003,.008,-.009,35.45%,2.62,97.36%,19.54%,92.02%,16.29%,7.98%,2.55%,<empty>,2.615,66 x 60,66,60,0.00%,2.55,2.55,N,0,0,0,,
,,FEYE191018C17,0,0,.063,.063,-.003,.006,.001,40.04%,.05008406,<empty>,<empty>,4.66%,9.54%,95.34%,2.83%,205.10%,.050,"0 x 1,037",0,"1,037",<empty>,0,0, ,0,0,0,0,N,.10,X,18 OCT 19,17,3.50,Z,3.65,B,FEYE191018P17,0,0,-.927,.030,-.002,.006,-.005,39.32%,3.58,133.10%,26.63%,95.60%,8.99%,4.40%,0.28%,<empty>,3.575,22 x 20,22,20,<empty>,0,0, ,0,0,0,,
,,FEYE191018C18,0,0,.046,.044,-.002,.005,.001,45.43%,.04000741,<empty>,<empty>,3.25%,6.69%,96.75%,2.27%,261.19%,.040,0 x 956,0,956,<empty>,0,0, ,0,0,0,0,N,.08,X,18 OCT 19,18,4.50,Z,4.65,Z,FEYE191018P18,0,0,-.912,.019,-.003,.006,-.006,49.50%,4.58,170.33%,34.08%,95.61%,9.06%,4.39%,0.28%,<empty>,4.575,43 x 33,43,33,0.00%,4.50,4.50,Q,0,0,0,,
,,FEYE191018C19,0,0,.042,.035,-.002,.004,.001,52.08%,.04034176,<empty>,<empty>,2.75%,5.69%,97.25%,2.27%,317.85%,.040,0 x 524,0,524,<empty>,0,0, ,0,0,0,0,N,.08,X,18 OCT 19,19,5.50,P,5.70,B,FEYE191018P19,0,0,-.888,.022,-.005,.008,-.008,63.07%,5.60,208.49%,41.79%,94.74%,11.01%,5.26%,1.70%,<empty>,5.600,9 x 75,9,75,<empty>,0,0, ,0,0,0,,
,,FEYE191018C20,0,0,.034,.028,-.002,.004,.001,56.78%,.03503559,<empty>,<empty>,2.14%,4.44%,97.86%,1.98%,374.23%,.035,0 x 181,0,181,<empty>,0,0, ,0,0,0,0,N,.07,A,18 OCT 19,20,6.50,P,6.70,B,FEYE191018P20,0,0,-.874,.016,-.006,.008,-.008,73.02%,6.60,245.72%,49.25%,94.81%,10.97%,5.19%,1.70%,<empty>,6.600,7 x 75,7,75,<empty>,0,0, ,0,0,0,,
,,FEYE191018C21,0,0,.028,.022,-.002,.003,.00,60.85%,.03006997,<empty>,<empty>,1.68%,3.49%,98.32%,1.70%,430.60%,.030,0 x 288,0,288,<empty>,0,0, ,0,0,0,0,N,.06,X,18 OCT 19,21,7.45,B,7.70,B,FEYE191018P21,0,0,-.866,.008,-.007,.008,-.007,80.15%,7.58,282.02%,56.42%,95.30%,9.99%,4.70%,0.28%,<empty>,7.575,60 x 75,60,75,<empty>,0,0, ,0,0,0,,

20 DEC 19  (110)  100

17 JAN 20  (138)  100
,,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,Option Code,Volume,Open.Int,Delta,Gamma,Theta,Vega,Rho,Impl Vol,Theo Price,ROC,ROR,Prob.ITM,Prob.Touch,Prob.OTM,Cov Return,Max Cov Return,Mark,Size,BS,AS,%Change,Last,LAST,LX,Open,High,Low,,
,,FEYE200117C3,0,27,1.000,.00,.00,.00,.011,--,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,-3.52%,0.00%,10.250,14 x 60,14,60,0.00%,11.70,11.70,Q,0,0,0,9.70,Z,10.80,B,17 JAN 20,3,0,J,.05,X,FEYE200117P3,0,53,-.006,.002,-.001,.002,.00,114.46%,.02504629,2.50%,0.84%,3.75%,6.68%,96.25%,0.49%,<empty>,.025,0 x 251,0,251,0.00%,.02,.02,N,0,0,0,,
,,FEYE200117C5,0,12,1.000,.00,.00,.00,.019,--,<empty>,<empty>,<empty>,100.00%,0.00%,0.00%,-1.57%,0.00%,8.350,1 x 60,1,60,0.00%,11.40,11.40,C,0,0,0,7.90,Z,8.80,B,17 JAN 20,5,0,B,.05,P,FEYE200117P5,0,157,-.010,.004,-.001,.002,-.001,77.23%,.02530092,2.50%,0.50%,3.20%,5.93%,96.80%,0.49%,<empty>,.025,0 x 37,0,37,0.00%,.09,.09,Z,0,0,0,,
,,FEYE200117C8,0,83,.968,.017,-.001,.006,.028,50.38%,5.55,<empty>,<empty>,93.77%,11.82%,6.23%,2.35%,2.35%,5.550,8 x 26,8,26,0.00%,6.75,6.75,B,0,0,0,5.40,P,5.70,P,17 JAN 20,8,0,P,.13,X,FEYE200117P8,0,136,-.034,.018,-.001,.006,-.002,51.29%,.06502221,6.50%,0.82%,6.64%,12.57%,93.36%,1.27%,<empty>,.065,0 x 391,0,391,0.00%,.09,.09,Q,0,0,0,,
,,FEYE200117C9,0,0,.944,.030,-.002,.009,.031,45.77%,4.60,<empty>,<empty>,90.37%,18.31%,9.63%,3.33%,3.33%,4.600,6 x 29,6,29,<empty>,0,0, ,0,0,0,4.45,P,4.75,Z,17 JAN 20,9,.02,X,.18,X,FEYE200117P9,0,0,-.056,.030,-.001,.009,-.003,45.56%,.10004104,10.00%,1.12%,9.50%,18.07%,90.50%,1.96%,<empty>,.100,411 x 911,411,911,<empty>,0,0, ,0,0,0,,
,,FEYE200117C10,1,"1,233",.891,.050,-.003,.015,.031,44.75%,3.73,<empty>,<empty>,83.09%,32.01%,16.91%,5.77%,5.77%,3.725,9 x 421,9,421,+12.12%,3.70,3.70,C,3.70,3.70,3.70,3.55,Z,3.90,X,17 JAN 20,10,.15,Z,.26,X,FEYE200117P10,0,185,-.105,.050,-.002,.015,-.006,43.81%,.20500474,20.50%,2.09%,16.25%,30.83%,83.75%,4.01%,<empty>,.205,234 x 894,234,894,0.00%,.29,.29,C,0,0,0,,
,,FEYE200117C11,0,42,.828,.075,-.004,.021,.031,40.88%,2.87,<empty>,<empty>,75.66%,46.15%,24.34%,8.51%,8.51%,2.865,101 x 357,101,357,0.00%,2.97,2.97,E,0,0,0,2.68,X,3.05,C,17 JAN 20,11,.28,Z,.41,X,FEYE200117P11,0,"1,019",-.171,.076,-.003,.021,-.010,40.55%,.34502575,31.36%,3.24%,24.09%,45.73%,75.91%,6.75%,<empty>,.345,220 x 640,220,640,0.00%,.34,.34,X,0,0,0,,
,,FEYE200117C12,0,752,.733,.102,-.004,.027,.029,38.78%,2.12,<empty>,<empty>,64.91%,66.41%,35.09%,13.40%,13.40%,2.115,37 x 879,37,879,0.00%,1.88,1.88,X,0,0,0,2.01,X,2.22,X,17 JAN 20,12,.52,Z,.63,X,FEYE200117P12,0,"10,883",-.265,.105,-.003,.027,-.015,38.04%,.57500664,45.78%,5.03%,34.65%,65.69%,65.35%,11.25%,<empty>,.575,230 x 954,230,954,0.00%,.74,.74,Q,0,0,0,,
